,X.1,X,LINKEDDEPTNAME,LINKEDLINENAME,LINKEDLINE,LINKEDPOLENAME,ACQUISITION_TIME,TENSION,D,ACQUISITION_DAY,ACQUISITION_HOUR,F0,b,
1,1,5035620,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 13:36,14798,33.8,12/3/2013,2013-12-03 13,14200.2,2.64,2.639674385
2,2,5035623,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 14:06,14837.2,33.8,12/3/2013,2013-12-03 14,14200.2,2.8,2.800414775
3,3,5035629,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 15:06,14856.8,33.8,12/3/2013,2013-12-03 15,14200.2,2.88,2.880295142
4,4,5035635,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 16:06,14719.6,33.8,12/3/2013,2013-12-03 16,14200.2,2.31,2.3141599
5,5,5035641,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 17:08,14641.2,33.8,12/3/2013,2013-12-03 17,14200.2,1.98,1.983034878
6,6,5035647,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 18:08,14406,33.8,12/3/2013,2013-12-03 18,14200.2,0.95,0.952848593
7,7,5035653,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 19:09,14347.2,33.8,12/3/2013,2013-12-03 19,14200.2,0.69,0.685875073
8,8,5035659,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 20:09,14337.4,33.8,12/3/2013,2013-12-03 20,14200.2,0.64,0.640984444
9,9,5035664,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 21:00,14327.6,33.8,12/3/2013,2013-12-03 21,14200.2,0.6,0.595978637
10,10,5035670,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 22:02,14308,33.8,12/3/2013,2013-12-03 22,14200.2,0.51,0.505617911
11,11,5035676,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/3/2013 23:02,14327.6,33.8,12/3/2013,2013-12-03 23,14200.2,0.6,0.595978637
12,12,5035682,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 0:02,14298.2,33.8,12/4/2013,2013-12-04 00,14200.2,0.46,0.460261175
13,13,5035688,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 1:09,14288.4,33.8,12/4/2013,2013-12-04 01,14200.2,0.41,0.414785625
14,14,5035693,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 2:00,14288.4,33.8,12/4/2013,2013-12-04 02,14200.2,0.41,0.414785625
15,15,5035699,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 3:00,14298.2,33.8,12/4/2013,2013-12-04 03,14200.2,0.46,0.460261175
16,16,5035705,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 4:01,14288.4,33.8,12/4/2013,2013-12-04 04,14200.2,0.41,0.414785625
17,17,5035711,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 5:02,14288.4,33.8,12/4/2013,2013-12-04 05,14200.2,0.41,0.414785625
18,18,5035717,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 6:03,14278.6,33.8,12/4/2013,2013-12-04 06,14200.2,0.37,0.369190324
19,19,5035723,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 7:03,14268.8,33.8,12/4/2013,2013-12-04 07,14200.2,0.32,0.323474319
20,20,5035729,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 8:04,14298.2,33.8,12/4/2013,2013-12-04 08,14200.2,0.46,0.460261175
21,21,5035735,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 9:05,14435.4,33.8,12/4/2013,2013-12-04 09,14200.2,1.08,1.084849271
22,22,5035741,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 10:06,14464.8,33.8,12/4/2013,2013-12-04 10,14200.2,1.22,
23,23,5035747,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 11:06,14484.4,33.8,12/4/2013,2013-12-04 11,14200.2,1.3,
24,24,5035753,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 12:07,14494.2,33.8,12/4/2013,2013-12-04 12,14200.2,1.35,
25,25,5035759,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 13:08,14709.8,33.8,12/4/2013,2013-12-04 13,14200.2,2.27,
26,26,5035765,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 14:09,14749,33.8,12/4/2013,2013-12-04 14,14200.2,2.44,
27,27,5035770,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 15:00,14749,33.8,12/4/2013,2013-12-04 15,14200.2,2.44,
28,28,5035776,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 16:00,14651,33.8,12/4/2013,2013-12-04 16,14200.2,2.02,
29,29,5035782,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 17:01,14592.2,33.8,12/4/2013,2013-12-04 17,14200.2,1.77,
30,30,5035788,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 18:01,14366.8,33.8,12/4/2013,2013-12-04 18,14200.2,0.78,
31,31,5035794,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 19:03,14308,33.8,12/4/2013,2013-12-04 19,14200.2,0.51,
32,32,5035800,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 20:05,14337.4,33.8,12/4/2013,2013-12-04 20,14200.2,0.64,
33,33,5035806,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 21:05,14308,33.8,12/4/2013,2013-12-04 21,14200.2,0.51,
34,34,5035812,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 22:06,14317.8,33.8,12/4/2013,2013-12-04 22,14200.2,0.55,
35,35,5035818,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/4/2013 23:07,14308,33.8,12/4/2013,2013-12-04 23,14200.2,0.51,
36,36,5035824,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 0:08,14298.2,33.8,12/5/2013,2013-12-05 00,14200.2,0.46,
37,37,5035830,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 1:08,14298.2,33.8,12/5/2013,2013-12-05 01,14200.2,0.46,
38,38,5035836,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 2:09,14288.4,33.8,12/5/2013,2013-12-05 02,14200.2,0.41,
39,39,5035841,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 3:00,14278.6,33.8,12/5/2013,2013-12-05 03,14200.2,0.37,
40,40,5035847,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 4:00,14278.6,33.8,12/5/2013,2013-12-05 04,14200.2,0.37,
41,41,5035853,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 5:01,14268.8,33.8,12/5/2013,2013-12-05 05,14200.2,0.32,
42,42,5035859,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 6:02,14259,33.8,12/5/2013,2013-12-05 06,14200.2,0.28,
43,43,5035865,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 7:03,14239.4,33.8,12/5/2013,2013-12-05 07,14200.2,0.19,
44,44,5035871,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 8:03,14259,33.8,12/5/2013,2013-12-05 08,14200.2,0.28,
45,45,5035877,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 9:04,14239.4,33.8,12/5/2013,2013-12-05 09,14200.2,0.19,
46,46,5035883,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 10:05,14298.2,33.8,12/5/2013,2013-12-05 10,14200.2,0.46,
47,47,5035889,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 11:06,14308,33.8,12/5/2013,2013-12-05 11,14200.2,0.51,
48,48,5035895,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 12:07,14298.2,33.8,12/5/2013,2013-12-05 12,14200.2,0.46,
49,49,5035901,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 13:07,14327.6,33.8,12/5/2013,2013-12-05 13,14200.2,0.6,
50,50,5035907,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 14:09,14327.6,33.8,12/5/2013,2013-12-05 14,14200.2,0.6,
51,51,5035912,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 15:00,14357,33.8,12/5/2013,2013-12-05 15,14200.2,0.73,
52,52,5035918,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 16:00,14425.6,33.8,12/5/2013,2013-12-05 16,14200.2,1.04,
53,53,5035924,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 17:02,14317.8,33.8,12/5/2013,2013-12-05 17,14200.2,0.55,
54,54,5035930,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 18:02,14278.6,33.8,12/5/2013,2013-12-05 18,14200.2,0.37,
55,55,5035934,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 19:03,14259,33.8,12/5/2013,2013-12-05 19,14200.2,0.28,
56,56,5035939,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 20:03,14288.4,33.8,12/5/2013,2013-12-05 20,14200.2,0.41,
57,57,5035944,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 21:05,14249.2,33.8,12/5/2013,2013-12-05 21,14200.2,0.23,
58,58,5035950,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 22:05,14239.4,33.8,12/5/2013,2013-12-05 22,14200.2,0.19,
59,59,5035956,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/5/2013 23:06,14268.8,33.8,12/5/2013,2013-12-05 23,14200.2,0.32,
60,60,5035961,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 0:17,14239.4,33.8,12/6/2013,2013-12-06 00,14239.4,0,
61,61,5035966,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 1:08,14239.4,33.8,12/6/2013,2013-12-06 01,14239.4,0,
62,62,5035972,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 2:08,14219.8,33.8,12/6/2013,2013-12-06 02,14219.8,0,
63,63,5035978,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 3:09,14219.8,33.8,12/6/2013,2013-12-06 03,14219.8,0,
64,64,5035983,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 4:00,14229.6,33.8,12/6/2013,2013-12-06 04,14219.8,0.05,
65,65,5035989,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 5:00,14229.6,33.8,12/6/2013,2013-12-06 05,14219.8,0.05,
66,66,5035995,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 6:01,14229.6,33.8,12/6/2013,2013-12-06 06,14219.8,0.05,
67,67,4999913,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 7:02,14200.2,33.8,12/6/2013,2013-12-06 07,14200.2,0,
68,68,4999919,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 8:03,14259,33.8,12/6/2013,2013-12-06 08,14200.2,0.28,
69,69,4999925,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 9:04,14268.8,33.8,12/6/2013,2013-12-06 09,14200.2,0.32,
70,70,4996651,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 10:04,14376.6,33.8,12/6/2013,2013-12-06 10,14200.2,0.82,
71,71,4996657,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 11:06,14415.8,33.8,12/6/2013,2013-12-06 11,14200.2,1,
72,72,4996663,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 12:06,14474.6,33.8,12/6/2013,2013-12-06 12,14200.2,1.26,
73,73,4996669,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 13:07,14660.8,33.8,12/6/2013,2013-12-06 13,14200.2,2.07,
74,74,4996675,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 14:07,14709.8,33.8,12/6/2013,2013-12-06 14,14200.2,2.27,
75,75,4996681,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 15:09,14807.8,33.8,12/6/2013,2013-12-06 15,14200.2,2.68,
76,76,4996686,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 16:00,14651,33.8,12/6/2013,2013-12-06 16,14200.2,2.02,
77,77,4996692,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 17:00,14572.6,33.8,12/6/2013,2013-12-06 17,14200.2,1.69,
78,78,4996698,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 18:00,14435.4,33.8,12/6/2013,2013-12-06 18,14200.2,1.08,
79,79,4996704,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 19:01,14278.6,33.8,12/6/2013,2013-12-06 19,14200.2,0.37,
80,80,4996710,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 20:03,14308,33.8,12/6/2013,2013-12-06 20,14200.2,0.51,
81,81,4996716,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 21:03,14288.4,33.8,12/6/2013,2013-12-06 21,14200.2,0.41,
82,82,4996722,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 22:03,14298.2,33.8,12/6/2013,2013-12-06 22,14200.2,0.46,
83,83,4996728,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/6/2013 23:04,14278.6,33.8,12/6/2013,2013-12-06 23,14200.2,0.37,
84,84,4996734,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 0:06,14278.6,33.8,12/7/2013,2013-12-07 00,14200.2,0.37,
85,85,4996740,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 1:06,14278.6,33.8,12/7/2013,2013-12-07 01,14200.2,0.37,
86,86,4996746,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 2:06,14278.6,33.8,12/7/2013,2013-12-07 02,14200.2,0.37,
87,87,4996752,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 3:07,14268.8,33.8,12/7/2013,2013-12-07 03,14200.2,0.32,
88,88,4996757,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 4:00,14259,33.8,12/7/2013,2013-12-07 04,14200.2,0.28,
89,89,4996763,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 5:00,14259,33.8,12/7/2013,2013-12-07 05,14200.2,0.28,
90,90,4996769,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 6:01,14268.8,33.8,12/7/2013,2013-12-07 06,14200.2,0.32,
91,91,4996775,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 7:02,14268.8,33.8,12/7/2013,2013-12-07 07,14200.2,0.32,
92,92,4996781,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 8:03,14249.2,33.8,12/7/2013,2013-12-07 08,14200.2,0.23,
93,93,4996787,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 9:03,14396.2,33.8,12/7/2013,2013-12-07 09,14200.2,0.91,
94,94,4996793,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 10:04,14464.8,33.8,12/7/2013,2013-12-07 10,14200.2,1.22,
95,95,4996799,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 11:05,14445.2,33.8,12/7/2013,2013-12-07 11,14200.2,1.13,
96,96,4996805,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 12:05,14494.2,33.8,12/7/2013,2013-12-07 12,14200.2,1.35,
97,97,4996811,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 13:06,14700,33.8,12/7/2013,2013-12-07 13,14200.2,2.23,
98,98,4996817,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 14:07,14807.8,33.8,12/7/2013,2013-12-07 14,14200.2,2.68,
99,99,4996823,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 15:08,14768.6,33.8,12/7/2013,2013-12-07 15,14200.2,2.52,
100,100,4996828,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 16:08,14709.8,33.8,12/7/2013,2013-12-07 16,14200.2,2.27,
101,101,4996834,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 17:09,14572.6,33.8,12/7/2013,2013-12-07 17,14200.2,1.69,
102,102,4996839,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 18:00,14455,33.8,12/7/2013,2013-12-07 18,14200.2,1.17,
103,103,4996845,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 19:00,14308,33.8,12/7/2013,2013-12-07 19,14200.2,0.51,
104,104,4996851,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 20:01,14288.4,33.8,12/7/2013,2013-12-07 20,14200.2,0.41,
105,105,4996857,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 21:02,14288.4,33.8,12/7/2013,2013-12-07 21,14200.2,0.41,
106,106,4996863,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 22:03,14288.4,33.8,12/7/2013,2013-12-07 22,14200.2,0.41,
107,107,4983744,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/7/2013 23:06,14268.8,33.8,12/7/2013,2013-12-07 23,14200.2,0.32,
108,108,4983750,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 0:07,14298.2,33.8,12/8/2013,2013-12-08 00,14200.2,0.46,
109,109,4983756,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 1:07,14268.8,33.8,12/8/2013,2013-12-08 01,14200.2,0.32,
110,110,4990323,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 2:07,14278.6,33.8,12/8/2013,2013-12-08 02,14200.2,0.37,
111,111,4990329,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 3:09,14278.6,33.8,12/8/2013,2013-12-08 03,14200.2,0.37,
112,112,4990334,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 4:00,14219.8,33.8,12/8/2013,2013-12-08 04,14200.2,0.09,
113,113,4990340,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 5:00,14278.6,33.8,12/8/2013,2013-12-08 05,14200.2,0.37,
114,114,4990346,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 6:01,14249.2,33.8,12/8/2013,2013-12-08 06,14200.2,0.23,
115,115,4990352,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 7:01,14259,33.8,12/8/2013,2013-12-08 07,14200.2,0.28,
116,116,4990358,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 8:03,14259,33.8,12/8/2013,2013-12-08 08,14200.2,0.28,
117,117,4990364,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 9:03,14366.8,33.8,12/8/2013,2013-12-08 09,14200.2,0.78,
118,118,4990370,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 10:04,14386.4,33.8,12/8/2013,2013-12-08 10,14200.2,0.86,
119,119,4990376,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 11:04,14415.8,33.8,12/8/2013,2013-12-08 11,14200.2,1,
120,120,4990382,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 12:06,14523.6,33.8,12/8/2013,2013-12-08 12,14200.2,1.48,
121,121,4990388,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 13:06,14758.8,33.8,12/8/2013,2013-12-08 13,14200.2,2.48,
122,122,4983833,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 14:07,14847,33.8,12/8/2013,2013-12-08 14,14200.2,2.84,
123,123,4983839,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 15:07,14778.4,33.8,12/8/2013,2013-12-08 15,14200.2,2.56,
124,124,4983845,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 16:09,14660.8,33.8,12/8/2013,2013-12-08 16,14200.2,2.07,
125,125,4983851,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 17:11,14582.4,33.8,12/8/2013,2013-12-08 17,14200.2,1.73,
126,126,4983856,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 18:02,14504,33.8,12/8/2013,2013-12-08 18,14200.2,1.39,
127,127,4983862,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 19:02,14357,33.8,12/8/2013,2013-12-08 19,14200.2,0.73,
128,128,4983868,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 20:03,14347.2,33.8,12/8/2013,2013-12-08 20,14200.2,0.69,
129,129,4983874,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 21:03,14347.2,33.8,12/8/2013,2013-12-08 21,14200.2,0.69,
130,130,4983880,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 22:05,14327.6,33.8,12/8/2013,2013-12-08 22,14200.2,0.6,
131,131,4983885,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/8/2013 23:05,14337.4,33.8,12/8/2013,2013-12-08 23,14200.2,0.64,
132,132,4983891,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 0:06,14298.2,33.8,12/9/2013,2013-12-09 00,14200.2,0.46,
133,133,4980616,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 1:06,14259,33.8,12/9/2013,2013-12-09 01,14200.2,0.28,
134,134,4980620,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 2:08,14210,33.8,12/9/2013,2013-12-09 02,14200.2,0.05,
135,135,4980626,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 3:08,14239.4,33.8,12/9/2013,2013-12-09 03,14200.2,0.19,
136,136,4980632,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 4:08,14229.6,33.8,12/9/2013,2013-12-09 04,14200.2,0.14,
137,137,4980638,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 5:08,14288.4,33.8,12/9/2013,2013-12-09 05,14200.2,0.41,
138,138,4974084,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 6:08,14259,33.8,12/9/2013,2013-12-09 06,14200.2,0.28,
139,139,4974089,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 7:09,14337.4,33.8,12/9/2013,2013-12-09 07,14210,0.6,
140,140,4974094,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 8:00,14386.4,33.8,12/9/2013,2013-12-09 08,14210,0.82,
141,141,4974100,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 9:02,14415.8,33.8,12/9/2013,2013-12-09 09,14210,0.95,
142,142,4974105,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 10:04,14406,33.8,12/9/2013,2013-12-09 10,14210,0.91,
143,143,4974110,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 11:04,14425.6,33.8,12/9/2013,2013-12-09 11,14210,1,
144,144,4974115,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 12:06,14435.4,33.8,12/9/2013,2013-12-09 12,14210,1.04,
145,145,4974121,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 13:06,14308,33.8,12/9/2013,2013-12-09 13,14210,0.46,
146,146,4974127,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 14:07,14298.2,33.8,12/9/2013,2013-12-09 14,14210,0.41,
147,147,4974133,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 15:08,14651,33.8,12/9/2013,2013-12-09 15,14210,1.98,
148,148,4974139,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 16:09,14700,33.8,12/9/2013,2013-12-09 16,14210,2.19,
149,149,4974145,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 17:09,14474.6,33.8,12/9/2013,2013-12-09 17,14210,1.22,
150,150,4974150,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 18:00,14327.6,33.8,12/9/2013,2013-12-09 18,14210,0.55,
151,151,4974156,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 19:01,14239.4,33.8,12/9/2013,2013-12-09 19,14210,0.14,
152,152,4974162,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 20:02,14259,33.8,12/9/2013,2013-12-09 20,14210,0.23,
153,153,4974168,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 21:02,14278.6,33.8,12/9/2013,2013-12-09 21,14210,0.32,
154,154,4974174,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 22:03,14298.2,33.8,12/9/2013,2013-12-09 22,14210,0.41,
155,155,4974180,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/9/2013 23:04,14278.6,33.8,12/9/2013,2013-12-09 23,14210,0.32,
156,156,4974186,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 0:05,14288.4,33.8,12/10/2013,2013-12-10 00,14210,0.37,
157,157,4974192,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 1:05,14278.6,33.8,12/10/2013,2013-12-10 01,14210,0.32,
158,158,4974198,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 2:06,14249.2,33.8,12/10/2013,2013-12-10 02,14210,0.19,
159,159,4974204,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 3:07,14317.8,33.8,12/10/2013,2013-12-10 03,14210,0.51,
160,160,4970930,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 4:08,14259,33.8,12/10/2013,2013-12-10 04,14210,0.23,
161,161,4970936,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 5:08,14219.8,33.8,12/10/2013,2013-12-10 05,14210,0.05,
162,162,4970942,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 6:09,14249.2,33.8,12/10/2013,2013-12-10 06,14210,0.19,
163,163,4967666,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 7:01,14229.6,33.8,12/10/2013,2013-12-10 07,14210,0.09,
164,164,4967672,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 8:01,14268.8,33.8,12/10/2013,2013-12-10 08,14210,0.28,
165,165,4970958,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 9:02,14317.8,33.8,12/10/2013,2013-12-10 09,14210,0.51,
166,166,4970964,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 10:03,14376.6,33.8,12/10/2013,2013-12-10 10,14210,0.77,
167,167,4970970,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 11:04,14396.2,33.8,12/10/2013,2013-12-10 11,14210,0.86,
168,168,4974258,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 12:04,14504,33.8,12/10/2013,2013-12-10 12,14210,1.35,
169,169,4974264,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 13:05,14749,33.8,12/10/2013,2013-12-10 13,14210,2.39,
170,170,4974270,国网四川检修公司,500kV月普一线,19M00000008626845,104#,12/10/2013 14:06,14778.4,33.8,12/10/2013,2013-12-10 14,14210,2.52,
