,X.1,X,LINKEDDEPTNAME,LINKEDLINENAME,LINKEDLINE,LINKEDPOLENAME,ACQUISITION_TIME,TENSION,D,ACQUISITION_DAY,ACQUISITION_HOUR,F0,b,
3980,3980,5130250,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 14:05,14729.4,33.8,1/21/2015,2015-01-21 14,14072.8,2.9,
3981,3981,5130256,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 15:05,14739.2,33.8,1/21/2015,2015-01-21 15,14072.8,2.94,
3982,3982,5130262,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 16:07,14641.2,33.8,1/21/2015,2015-01-21 16,14072.8,2.54,
3983,3983,5131361,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 17:07,14533.4,33.8,1/21/2015,2015-01-21 17,14072.8,2.08,
3984,3984,5124805,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 18:08,14396.2,33.8,1/21/2015,2015-01-21 18,14072.8,1.49,
3985,3985,5124810,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 19:09,14229.6,33.8,1/21/2015,2015-01-21 19,14072.8,0.74,
3986,3986,5124816,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 20:08,14229.6,33.8,1/21/2015,2015-01-21 20,14072.8,0.74,
3987,3987,5124822,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 21:08,14239.4,33.8,1/21/2015,2015-01-21 21,14072.8,0.78,
3988,3988,5124828,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 22:08,14210,33.8,1/21/2015,2015-01-21 22,14072.8,0.65,
3989,3989,5124834,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/21/2015 23:09,14219.8,33.8,1/21/2015,2015-01-21 23,14072.8,0.69,
3990,3990,5124839,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 0:00,14200.2,33.8,1/22/2015,2015-01-22 00,14072.8,0.6,
3991,3991,5124845,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 1:00,14219.8,33.8,1/22/2015,2015-01-22 01,14072.8,0.69,
3992,3992,5124851,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 2:00,14190.4,33.8,1/22/2015,2015-01-22 02,14072.8,0.56,
3993,3993,5124857,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 3:01,14229.6,33.8,1/22/2015,2015-01-22 03,14072.8,0.74,
3994,3994,5124863,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 4:03,14219.8,33.8,1/22/2015,2015-01-22 04,14082.6,0.65,
3995,3995,5124869,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 5:03,14210,33.8,1/22/2015,2015-01-22 05,14082.6,0.6,
3996,3996,5124875,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 6:03,14190.4,33.8,1/22/2015,2015-01-22 06,14082.6,0.51,
3997,3997,5124881,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 7:04,14180.6,33.8,1/22/2015,2015-01-22 07,14102.2,0.37,
3998,3998,5124887,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 8:06,14229.6,33.8,1/22/2015,2015-01-22 08,14102.2,0.6,
3999,3999,5105209,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 9:01,14298.2,33.8,1/22/2015,2015-01-22 09,14102.2,0.91,
4000,4000,5105215,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 10:01,14327.6,33.8,1/22/2015,2015-01-22 10,14102.2,1.05,
4001,4001,5105221,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 11:01,14435.4,33.8,1/22/2015,2015-01-22 11,14102.2,1.53,
4002,4002,5105227,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 12:02,14455,33.8,1/22/2015,2015-01-22 12,14102.2,1.61,
4003,4003,5105233,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 13:03,14445.2,33.8,1/22/2015,2015-01-22 13,14102.2,1.57,
4004,4004,5105239,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 14:04,14729.4,33.8,1/22/2015,2015-01-22 14,14102.2,2.78,
4005,4005,5105245,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 15:04,14817.6,33.8,1/22/2015,2015-01-22 15,14102.2,3.14,
4006,4006,5105251,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 16:05,14660.8,33.8,1/22/2015,2015-01-22 16,14102.2,2.49,
4007,4007,5105257,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 17:06,14543.2,33.8,1/22/2015,2015-01-22 17,14102.2,2,
4008,4008,5085579,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 18:07,14445.2,33.8,1/22/2015,2015-01-22 18,14102.2,1.57,
4009,4009,5085585,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 19:07,14268.8,33.8,1/22/2015,2015-01-22 19,14102.2,0.78,
4010,4010,5056067,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 20:09,14288.4,33.8,1/22/2015,2015-01-22 20,14102.2,0.87,
4011,4011,5056073,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 21:09,14278.6,33.8,1/22/2015,2015-01-22 21,14102.2,0.83,
4012,4012,5056079,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 22:09,14259,33.8,1/22/2015,2015-01-22 22,14102.2,0.74,
4013,4013,5056084,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/22/2015 23:00,14268.8,33.8,1/22/2015,2015-01-22 23,14102.2,0.78,
4014,4014,5056090,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 0:00,14259,33.8,1/23/2015,2015-01-23 00,14102.2,0.74,
4015,4015,5056096,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 1:00,14259,33.8,1/23/2015,2015-01-23 01,14102.2,0.74,
4016,4016,5056102,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 2:02,14249.2,33.8,1/23/2015,2015-01-23 02,14102.2,0.69,
4017,4017,5056108,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 3:03,14268.8,33.8,1/23/2015,2015-01-23 03,14102.2,0.78,
4018,4018,5056114,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 4:07,14249.2,33.8,1/23/2015,2015-01-23 04,14102.2,0.69,
4019,4019,5056120,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 5:07,14249.2,33.8,1/23/2015,2015-01-23 05,14141.4,0.51,
4020,4020,5056126,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 6:09,14239.4,33.8,1/23/2015,2015-01-23 06,14141.4,0.46,
4021,4021,5056132,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 7:10,14249.2,33.8,1/23/2015,2015-01-23 07,14141.4,0.51,
4022,4022,5056137,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 8:00,14268.8,33.8,1/23/2015,2015-01-23 08,14141.4,0.6,
4023,4023,5056143,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 9:01,14347.2,33.8,1/23/2015,2015-01-23 09,14141.4,0.96,
4024,4024,5056149,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 10:01,14396.2,33.8,1/23/2015,2015-01-23 10,14141.4,1.18,
4025,4025,5056155,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 11:01,14513.8,33.8,1/23/2015,2015-01-23 11,14141.4,1.7,
4026,4026,5056161,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 12:01,14602,33.8,1/23/2015,2015-01-23 12,14141.4,2.07,
4027,4027,5056167,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 13:02,14494.2,33.8,1/23/2015,2015-01-23 13,14141.4,1.61,
4028,4028,5056173,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 14:03,14719.6,33.8,1/23/2015,2015-01-23 14,14141.4,2.57,
4029,4029,5056179,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 15:03,14758.8,33.8,1/23/2015,2015-01-23 15,14141.4,2.73,
4030,4030,5056185,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 16:05,14670.6,33.8,1/23/2015,2015-01-23 16,14141.4,2.36,
4031,4031,5056191,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 17:05,14660.8,33.8,1/23/2015,2015-01-23 17,14141.4,2.32,
4032,4032,5056197,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 18:06,14474.6,33.8,1/23/2015,2015-01-23 18,14141.4,1.52,
4033,4033,5056203,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 19:06,14219.8,33.8,1/23/2015,2015-01-23 19,14141.4,0.37,
4034,4034,5056208,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 20:08,14249.2,33.8,1/23/2015,2015-01-23 20,14141.4,0.51,
4035,4035,5056214,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 21:08,14337.4,33.8,1/23/2015,2015-01-23 21,14141.4,0.91,
4036,4036,5056219,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 22:13,14298.2,33.8,1/23/2015,2015-01-23 22,14141.4,0.73,
4037,4037,5056224,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/23/2015 23:03,14298.2,33.8,1/23/2015,2015-01-23 23,14141.4,0.73,
4038,4038,5056230,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 0:03,14327.6,33.8,1/24/2015,2015-01-24 00,14141.4,0.87,
4039,4039,5056236,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 1:03,14308,33.8,1/24/2015,2015-01-24 01,14141.4,0.78,
4040,4040,5026718,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 2:04,14268.8,33.8,1/24/2015,2015-01-24 02,14141.4,0.6,
4041,4041,5026724,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 3:06,14298.2,33.8,1/24/2015,2015-01-24 03,14141.4,0.73,
4042,4042,5026730,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 4:06,14259,33.8,1/24/2015,2015-01-24 04,14141.4,0.55,
4043,4043,5026736,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 5:06,14259,33.8,1/24/2015,2015-01-24 05,14141.4,0.55,
4044,4044,5026742,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 6:08,14249.2,33.8,1/24/2015,2015-01-24 06,14141.4,0.51,
4045,4045,5026748,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 7:09,14259,33.8,1/24/2015,2015-01-24 07,14151.2,0.51,
4046,4046,5026754,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 8:09,14229.6,33.8,1/24/2015,2015-01-24 08,14151.2,0.37,
4047,4047,5026759,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 9:00,14376.6,33.8,1/24/2015,2015-01-24 09,14151.2,1.04,
4048,4048,5026765,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 10:00,14425.6,33.8,1/24/2015,2015-01-24 10,14180.6,1.13,
4049,4049,5026771,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 11:01,14366.8,33.8,1/24/2015,2015-01-24 11,14180.6,0.87,
4050,4050,5026775,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 12:02,14504,33.8,1/24/2015,2015-01-24 12,14180.6,1.48,
4051,4051,5026781,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/24/2015 13:03,14474.6,33.8,1/24/2015,2015-01-24 13,14180.6,1.35,
4052,4052,5026782,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/25/2015 21:04,14259,33.8,1/25/2015,2015-01-25 21,14219.8,0.19,
4053,4053,5026788,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/25/2015 22:05,14268.8,33.8,1/25/2015,2015-01-25 22,14219.8,0.23,
4054,4054,5026793,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/25/2015 23:04,14268.8,33.8,1/25/2015,2015-01-25 23,14219.8,0.23,
4055,4055,5026799,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 0:05,14249.2,33.8,1/26/2015,2015-01-26 00,14219.8,0.14,
4056,4056,5026805,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 1:07,14259,33.8,1/26/2015,2015-01-26 01,14219.8,0.19,
4057,4057,5026811,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 2:07,14249.2,33.8,1/26/2015,2015-01-26 02,14219.8,0.14,
4058,4058,5026817,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 3:07,14239.4,33.8,1/26/2015,2015-01-26 03,14219.8,0.09,
4059,4059,5026823,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 4:08,14239.4,33.8,1/26/2015,2015-01-26 04,14219.8,0.09,
4060,4060,5026829,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 5:10,14229.6,33.8,1/26/2015,2015-01-26 05,14219.8,0.05,
4061,4061,5026834,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 6:00,14239.4,33.8,1/26/2015,2015-01-26 06,14219.8,0.09,
4062,4062,5026840,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 7:09,14219.8,33.8,1/26/2015,2015-01-26 07,14219.8,0,
4063,4063,5026846,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 8:09,14249.2,33.8,1/26/2015,2015-01-26 08,14219.8,0.14,
4064,4064,5026851,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 9:00,14357,33.8,1/26/2015,2015-01-26 09,14219.8,0.64,
4065,4065,5026857,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 10:01,14455,33.8,1/26/2015,2015-01-26 10,14219.8,1.08,
4066,4066,5026863,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 11:02,14425.6,33.8,1/26/2015,2015-01-26 11,14219.8,0.95,
4067,4067,5026869,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 12:02,14455,33.8,1/26/2015,2015-01-26 12,14219.8,1.08,
4068,4068,5026875,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 13:03,14425.6,33.8,1/26/2015,2015-01-26 13,14219.8,0.95,
4069,4069,5026881,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 14:04,14758.8,33.8,1/26/2015,2015-01-26 14,14219.8,2.39,
4070,4070,5026887,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 15:05,14670.6,33.8,1/26/2015,2015-01-26 15,14219.8,2.02,
4071,4071,5026893,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 16:05,14729.4,33.8,1/26/2015,2015-01-26 16,14219.8,2.27,
4072,4072,5026899,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 17:06,14582.4,33.8,1/26/2015,2015-01-26 17,14219.8,1.64,
4073,4073,5026905,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 18:07,14504,33.8,1/26/2015,2015-01-26 18,14219.8,1.3,
4074,4074,5026911,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 19:08,14317.8,33.8,1/26/2015,2015-01-26 19,14219.8,0.46,
4075,4075,5026917,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 20:08,14327.6,33.8,1/26/2015,2015-01-26 20,14219.8,0.5,
4076,4076,5026923,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 21:09,14317.8,33.8,1/26/2015,2015-01-26 21,14219.8,0.46,
4077,4077,5026928,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 22:00,14308,33.8,1/26/2015,2015-01-26 22,14219.8,0.41,
4078,4078,5026934,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/26/2015 23:00,14298.2,33.8,1/26/2015,2015-01-26 23,14219.8,0.37,
4079,4079,5026940,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 0:02,14327.6,33.8,1/27/2015,2015-01-27 00,14219.8,0.5,
4080,4080,5026946,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 1:02,14317.8,33.8,1/27/2015,2015-01-27 01,14219.8,0.46,
4081,4081,5026952,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 2:05,14268.8,33.8,1/27/2015,2015-01-27 02,14219.8,0.23,
4082,4082,5026958,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 3:16,14288.4,33.8,1/27/2015,2015-01-27 03,14219.8,0.32,
4083,4083,5026963,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 4:06,14288.4,33.8,1/27/2015,2015-01-27 04,14219.8,0.32,
4084,4084,5026969,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 5:06,14268.8,33.8,1/27/2015,2015-01-27 05,14219.8,0.23,
4085,4085,5026975,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 6:06,14259,33.8,1/27/2015,2015-01-27 06,14219.8,0.19,
4086,4086,5026981,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 7:06,14278.6,33.8,1/27/2015,2015-01-27 07,14219.8,0.28,
4087,4087,5026986,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 8:07,14259,33.8,1/27/2015,2015-01-27 08,14219.8,0.19,
4088,4088,5026992,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 9:06,14425.6,33.8,1/27/2015,2015-01-27 09,14219.8,0.95,
4089,4089,5026998,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 10:06,14445.2,33.8,1/27/2015,2015-01-27 10,14219.8,1.04,
4090,4090,5027004,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 11:07,14484.4,33.8,1/27/2015,2015-01-27 11,14219.8,1.21,
4091,4091,5027010,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 12:06,14494.2,33.8,1/27/2015,2015-01-27 12,14219.8,1.26,
4092,4092,5027016,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 13:06,14425.6,33.8,1/27/2015,2015-01-27 13,14219.8,0.95,
4093,4093,5027022,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 14:06,14660.8,33.8,1/27/2015,2015-01-27 14,14219.8,1.98,
4094,4094,5027028,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 15:07,14719.6,33.8,1/27/2015,2015-01-27 15,14219.8,2.23,
4095,4095,5027034,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 16:08,14621.6,33.8,1/27/2015,2015-01-27 16,14219.8,1.81,
4096,4096,5027039,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 17:08,14602,33.8,1/27/2015,2015-01-27 17,14219.8,1.73,
4097,4097,5027045,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 18:09,14484.4,33.8,1/27/2015,2015-01-27 18,14219.8,1.21,
4098,4098,5027049,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 19:00,14357,33.8,1/27/2015,2015-01-27 19,14219.8,0.64,
4099,4099,5027054,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 20:01,14366.8,33.8,1/27/2015,2015-01-27 20,14219.8,0.68,
4100,4100,5027060,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 21:01,14347.2,33.8,1/27/2015,2015-01-27 21,14219.8,0.6,
4101,4101,5027066,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 22:02,14259,33.8,1/27/2015,2015-01-27 22,14219.8,0.19,
4102,4102,5027072,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/27/2015 23:02,14337.4,33.8,1/27/2015,2015-01-27 23,14219.8,0.55,
4103,4103,5027078,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 0:03,14366.8,33.8,1/28/2015,2015-01-28 00,14219.8,0.68,
4104,4104,5027083,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 1:04,14337.4,33.8,1/28/2015,2015-01-28 01,14219.8,0.55,
4105,4105,5027089,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 2:05,14308,33.8,1/28/2015,2015-01-28 02,14219.8,0.41,
4106,4106,5027095,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 3:00,14357,33.8,1/28/2015,2015-01-28 03,14219.8,0.64,
4107,4107,5027101,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 4:01,14298.2,33.8,1/28/2015,2015-01-28 04,14219.8,0.37,
4108,4108,5027107,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 5:02,14317.8,33.8,1/28/2015,2015-01-28 05,14219.8,0.46,
4109,4109,5027113,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 6:03,14268.8,33.8,1/28/2015,2015-01-28 06,14219.8,0.23,
4110,4110,5027119,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 7:03,14298.2,33.8,1/28/2015,2015-01-28 07,14219.8,0.37,
4111,4111,5027125,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 8:04,14288.4,33.8,1/28/2015,2015-01-28 08,14219.8,0.32,
4112,4112,5027131,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 9:05,14435.4,33.8,1/28/2015,2015-01-28 09,14219.8,1,
4113,4113,5027137,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 10:06,14435.4,33.8,1/28/2015,2015-01-28 10,14219.8,1,
4114,4114,5027143,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 11:06,14562.8,33.8,1/28/2015,2015-01-28 11,14219.8,1.56,
4115,4115,5027149,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 12:07,14533.4,33.8,1/28/2015,2015-01-28 12,14219.8,1.43,
4116,4116,5027155,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 13:08,14484.4,33.8,1/28/2015,2015-01-28 13,14219.8,1.21,
4117,4117,5027161,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 14:09,14641.2,33.8,1/28/2015,2015-01-28 14,14219.8,1.9,
4118,4118,5027166,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 15:02,14876.4,33.8,1/28/2015,2015-01-28 15,14219.8,2.88,
4119,4119,5027172,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 16:02,14739.2,33.8,1/28/2015,2015-01-28 16,14219.8,2.31,
4120,4120,5027177,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 17:02,14582.4,33.8,1/28/2015,2015-01-28 17,14219.8,1.64,
4121,4121,5027182,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 18:03,14513.8,33.8,1/28/2015,2015-01-28 18,14219.8,1.34,
4122,4122,5027188,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 19:03,14425.6,33.8,1/28/2015,2015-01-28 19,14219.8,0.95,
4123,4123,5027194,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 20:02,14327.6,33.8,1/28/2015,2015-01-28 20,14219.8,0.5,
4124,4124,5027200,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 21:02,14298.2,33.8,1/28/2015,2015-01-28 21,14219.8,0.37,
4125,4125,5027206,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 22:04,14308,33.8,1/28/2015,2015-01-28 22,14219.8,0.41,
4126,4126,5027212,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/28/2015 23:05,14337.4,33.8,1/28/2015,2015-01-28 23,14219.8,0.55,
4127,4127,5027218,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 0:05,14327.6,33.8,1/29/2015,2015-01-29 00,14219.8,0.5,
4128,4128,5027224,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 1:05,14298.2,33.8,1/29/2015,2015-01-29 01,14219.8,0.37,
4129,4129,5027230,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 2:07,14298.2,33.8,1/29/2015,2015-01-29 02,14219.8,0.37,
4130,4130,5027236,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 3:08,14308,33.8,1/29/2015,2015-01-29 03,14219.8,0.41,
4131,4131,5027242,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 4:08,14288.4,33.8,1/29/2015,2015-01-29 04,14219.8,0.32,
4132,4132,5027248,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 5:08,14317.8,33.8,1/29/2015,2015-01-29 05,14219.8,0.46,
4133,4133,5027254,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 6:10,14239.4,33.8,1/29/2015,2015-01-29 06,14219.8,0.09,
4134,4134,5027259,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 7:01,14278.6,33.8,1/29/2015,2015-01-29 07,14219.8,0.28,
4135,4135,5027265,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 8:01,14298.2,33.8,1/29/2015,2015-01-29 08,14239.4,0.28,
4136,4136,5027271,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 9:02,14200.2,33.8,1/29/2015,2015-01-29 09,14200.2,0,
4137,4137,5027277,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 10:07,14288.4,33.8,1/29/2015,2015-01-29 10,14200.2,0.41,
4138,4138,5027283,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 11:07,14504,33.8,1/29/2015,2015-01-29 11,14200.2,1.39,
4139,4139,5027288,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 12:08,14513.8,33.8,1/29/2015,2015-01-29 12,14200.2,1.43,
4140,4140,5027294,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 13:08,14445.2,33.8,1/29/2015,2015-01-29 13,14200.2,1.13,
4141,4141,5027300,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 14:09,14749,33.8,1/29/2015,2015-01-29 14,14200.2,2.44,
4142,4142,5027306,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 15:08,14778.4,33.8,1/29/2015,2015-01-29 15,14200.2,2.56,
4143,4143,5027311,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 16:08,14631.4,33.8,1/29/2015,2015-01-29 16,14200.2,1.94,
4144,4144,5027317,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 17:09,14504,33.8,1/29/2015,2015-01-29 17,14200.2,1.39,
4145,4145,5027323,国网四川检修公司,500kV月普一线,19M00000008626845,104#,1/29/2015 18:08,14396.2,33.8,1/29/2015,2015-01-29 18,14200.2,0.91,
