row_num,ACQUISITION_TIME,ACQUISITION_DAY,ACQUISITION_HOUR,b
1280,1/26/2014 0:00,1/26/2014,2014-01-26 00,0.96
1281,1/26/2014 1:00,1/26/2014,2014-01-26 01,0.69
1282,1/26/2014 2:02,1/26/2014,2014-01-26 02,0.69
1283,1/26/2014 3:02,1/26/2014,2014-01-26 03,0.64
1284,1/26/2014 4:04,1/26/2014,2014-01-26 04,0.6
1285,1/26/2014 5:05,1/26/2014,2014-01-26 05,0.51
1286,1/26/2014 6:06,1/26/2014,2014-01-26 06,0.28
1287,1/26/2014 7:06,1/26/2014,2014-01-26 07,0.09
1288,1/26/2014 8:07,1/26/2014,2014-01-26 08,0.19
1289,1/26/2014 9:07,1/26/2014,2014-01-26 09,0.19
1290,1/26/2014 10:07,1/26/2014,2014-01-26 10,0.28
1291,1/26/2014 11:07,1/26/2014,2014-01-26 11,0.51
1292,1/26/2014 12:07,1/26/2014,2014-01-26 12,1.26
1293,1/26/2014 13:07,1/26/2014,2014-01-26 13,1.61
1294,1/26/2014 14:08,1/26/2014,2014-01-26 14,2.32
1295,1/26/2014 15:09,1/26/2014,2014-01-26 15,2.77
1296,1/26/2014 16:09,1/26/2014,2014-01-26 16,2.44
1297,1/26/2014 17:00,1/26/2014,2014-01-26 17,1.99
1298,1/26/2014 18:01,1/26/2014,2014-01-26 18,1.39
1299,1/26/2014 19:01,1/26/2014,2014-01-26 19,0.46
1300,1/26/2014 20:03,1/26/2014,2014-01-26 20,0.55
1301,1/26/2014 21:03,1/26/2014,2014-01-26 21,0.6
1302,1/26/2014 22:09,1/26/2014,2014-01-26 22,0.64
1303,1/26/2014 23:09,1/26/2014,2014-01-26 23,0.64
1304,1/27/2014 0:00,1/27/2014,2014-01-27 00,0.69
1305,1/27/2014 1:01,1/27/2014,2014-01-27 01,0.64
1306,1/27/2014 2:02,1/27/2014,2014-01-27 02,0.69
1307,1/27/2014 3:02,1/27/2014,2014-01-27 03,0.69
1308,1/27/2014 4:03,1/27/2014,2014-01-27 04,0.55
1309,1/27/2014 5:04,1/27/2014,2014-01-27 05,0.51
1310,1/27/2014 6:05,1/27/2014,2014-01-27 06,0.64
1311,1/27/2014 7:05,1/27/2014,2014-01-27 07,0.51
1312,1/27/2014 8:06,1/27/2014,2014-01-27 08,0.64
1313,1/27/2014 9:07,1/27/2014,2014-01-27 09,1.57
1314,1/27/2014 10:08,1/27/2014,2014-01-27 10,0.82
1315,1/27/2014 11:08,1/27/2014,2014-01-27 11,1.35
1316,1/27/2014 12:09,1/27/2014,2014-01-27 12,1.69
1317,1/27/2014 13:00,1/27/2014,2014-01-27 13,1.44
1318,1/27/2014 14:00,1/27/2014,2014-01-27 14,2.36
1319,1/27/2014 15:02,1/27/2014,2014-01-27 15,2.81
1320,1/27/2014 16:07,1/27/2014,2014-01-27 16,2.49
1321,1/27/2014 17:09,1/27/2014,2014-01-27 17,1.99
1322,1/27/2014 18:00,1/27/2014,2014-01-27 18,1.65
1323,1/27/2014 19:00,1/27/2014,2014-01-27 19,0.87
1324,1/27/2014 20:01,1/27/2014,2014-01-27 20,0.87
1325,1/27/2014 21:02,1/27/2014,2014-01-27 21,0.87
1326,1/27/2014 22:03,1/27/2014,2014-01-27 22,0.87
1327,1/27/2014 23:03,1/27/2014,2014-01-27 23,0.91
1328,1/28/2014 0:04,1/28/2014,2014-01-28 00,0.82
1329,1/28/2014 1:05,1/28/2014,2014-01-28 01,0.87
1330,1/28/2014 2:06,1/28/2014,2014-01-28 02,0.73
1331,1/28/2014 3:06,1/28/2014,2014-01-28 03,0.82
1332,1/28/2014 4:07,1/28/2014,2014-01-28 04,0.64
1333,1/28/2014 5:08,1/28/2014,2014-01-28 05,0.6
1334,1/28/2014 6:09,1/28/2014,2014-01-28 06,0.37
1335,1/28/2014 7:00,1/28/2014,2014-01-28 07,0.64
1336,1/28/2014 8:00,1/28/2014,2014-01-28 08,0.55
1337,1/28/2014 9:01,1/28/2014,2014-01-28 09,1.09
1338,1/28/2014 10:01,1/28/2014,2014-01-28 10,1.22
1339,1/28/2014 11:03,1/28/2014,2014-01-28 11,1.65
1340,1/28/2014 12:04,1/28/2014,2014-01-28 12,1.86
1341,1/28/2014 13:05,1/28/2014,2014-01-28 13,1.35
1342,1/28/2014 14:06,1/28/2014,2014-01-28 14,2.36
1343,1/28/2014 15:06,1/28/2014,2014-01-28 15,2.36
1344,1/28/2014 16:07,1/28/2014,2014-01-28 16,2.28
1345,1/28/2014 17:08,1/28/2014,2014-01-28 17,1.56
1346,1/28/2014 18:09,1/28/2014,2014-01-28 18,1.35
1347,1/28/2014 19:00,1/28/2014,2014-01-28 19,0.64
1348,1/28/2014 20:00,1/28/2014,2014-01-28 20,0.64
1349,1/28/2014 21:01,1/28/2014,2014-01-28 21,0.73
1350,1/28/2014 22:01,1/28/2014,2014-01-28 22,0.69
1351,1/28/2014 23:03,1/28/2014,2014-01-28 23,0.55
1352,1/29/2014 0:03,1/29/2014,2014-01-29 00,0.55
1353,1/29/2014 1:04,1/29/2014,2014-01-29 01,0.42
1354,1/29/2014 2:04,1/29/2014,2014-01-29 02,0.37
1355,1/29/2014 3:06,1/29/2014,2014-01-29 03,0.37
1356,1/29/2014 4:06,1/29/2014,2014-01-29 04,0.28
1357,1/29/2014 5:07,1/29/2014,2014-01-29 05,0.37
1358,1/29/2014 6:09,1/29/2014,2014-01-29 06,0.42
1359,1/29/2014 7:00,1/29/2014,2014-01-29 07,0.32
1360,1/29/2014 8:00,1/29/2014,2014-01-29 08,0.32
1361,1/29/2014 9:01,1/29/2014,2014-01-29 09,0.91
1362,1/29/2014 10:01,1/29/2014,2014-01-29 10,1.04
1363,1/29/2014 11:03,1/29/2014,2014-01-29 11,1.56
1364,1/29/2014 12:03,1/29/2014,2014-01-29 12,1.98
1365,1/29/2014 13:02,1/29/2014,2014-01-29 13,1.34
1366,1/29/2014 14:02,1/29/2014,2014-01-29 14,2.15
1367,1/29/2014 15:03,1/29/2014,2014-01-29 15,2.83
1368,1/29/2014 16:04,1/29/2014,2014-01-29 16,2.31
1369,1/29/2014 17:04,1/29/2014,2014-01-29 17,1.56
1370,1/29/2014 18:05,1/29/2014,2014-01-29 18,1.08
1371,1/29/2014 19:06,1/29/2014,2014-01-29 19,0.41
1372,1/29/2014 20:07,1/29/2014,2014-01-29 20,0.32
1373,1/29/2014 21:07,1/29/2014,2014-01-29 21,0.32
1374,1/29/2014 22:08,1/29/2014,2014-01-29 22,0.46
1375,1/29/2014 23:09,1/29/2014,2014-01-29 23,0.37
1376,1/30/2014 0:10,1/30/2014,2014-01-30 00,0.37
1377,1/30/2014 1:05,1/30/2014,2014-01-30 01,0.28
1378,1/30/2014 2:05,1/30/2014,2014-01-30 02,0.37
1379,1/30/2014 3:06,1/30/2014,2014-01-30 03,0.37
1380,1/30/2014 4:06,1/30/2014,2014-01-30 04,0.32
1381,1/30/2014 5:08,1/30/2014,2014-01-30 05,0.32
1382,1/30/2014 6:08,1/30/2014,2014-01-30 06,0.37
1383,1/30/2014 7:09,1/30/2014,2014-01-30 07,0.32
1384,1/30/2014 8:00,1/30/2014,2014-01-30 08,0.32
1385,1/30/2014 9:00,1/30/2014,2014-01-30 09,0.99
1386,1/30/2014 10:01,1/30/2014,2014-01-30 10,0.91
1387,1/30/2014 11:02,1/30/2014,2014-01-30 11,1.94
1388,1/30/2014 12:03,1/30/2014,2014-01-30 12,2.43
1389,1/30/2014 13:03,1/30/2014,2014-01-30 13,1.43
1390,1/30/2014 14:04,1/30/2014,2014-01-30 14,2.27
1391,1/30/2014 15:05,1/30/2014,2014-01-30 15,1.73
1392,1/30/2014 16:06,1/30/2014,2014-01-30 16,2.02
1393,1/30/2014 17:06,1/30/2014,2014-01-30 17,1.94
1394,1/30/2014 18:07,1/30/2014,2014-01-30 18,1.26
1395,1/30/2014 19:08,1/30/2014,2014-01-30 19,0.37
1396,1/30/2014 20:00,1/30/2014,2014-01-30 20,0.46
1397,1/30/2014 21:01,1/30/2014,2014-01-30 21,0.5
1398,1/30/2014 22:01,1/30/2014,2014-01-30 22,0.37
1399,1/30/2014 23:02,1/30/2014,2014-01-30 23,0.41
1400,1/31/2014 0:03,1/31/2014,2014-01-31 00,0.64
1401,1/31/2014 1:04,1/31/2014,2014-01-31 01,0.46
1402,1/31/2014 2:04,1/31/2014,2014-01-31 02,0.37
1403,1/31/2014 3:05,1/31/2014,2014-01-31 03,0.28
1404,1/31/2014 4:07,1/31/2014,2014-01-31 04,0.32
1405,1/31/2014 5:07,1/31/2014,2014-01-31 05,0.41
1406,1/31/2014 6:07,1/31/2014,2014-01-31 06,0.37
1407,1/31/2014 7:08,1/31/2014,2014-01-31 07,0.19
1408,1/31/2014 8:10,1/31/2014,2014-01-31 08,0.09
1409,1/31/2014 9:10,1/31/2014,2014-01-31 09,1.08
1410,1/31/2014 10:01,1/31/2014,2014-01-31 10,0.41
1411,1/31/2014 11:01,1/31/2014,2014-01-31 11,1.69
1412,1/31/2014 12:02,1/31/2014,2014-01-31 12,2.39
1413,1/31/2014 13:02,1/31/2014,2014-01-31 13,1.77
1414,1/31/2014 14:04,1/31/2014,2014-01-31 14,2.67
1415,1/31/2014 15:05,1/31/2014,2014-01-31 15,2.91
1416,1/31/2014 16:06,1/31/2014,2014-01-31 16,2.8
1417,1/31/2014 17:07,1/31/2014,2014-01-31 17,1.98
1418,1/31/2014 18:07,1/31/2014,2014-01-31 18,1.3
1419,1/31/2014 19:08,1/31/2014,2014-01-31 19,0.41
1420,1/31/2014 20:09,1/31/2014,2014-01-31 20,0.68
1421,1/31/2014 21:10,1/31/2014,2014-01-31 21,0.77
1422,1/31/2014 22:01,1/31/2014,2014-01-31 22,0.64
1423,1/31/2014 23:01,1/31/2014,2014-01-31 23,0.55
1424,2/1/2014 0:02,2/1/2014,2014-02-01 00,0.55
1425,2/1/2014 1:02,2/1/2014,2014-02-01 01,0.59
1426,2/1/2014 2:04,2/1/2014,2014-02-01 02,0.46
1427,2/1/2014 3:04,2/1/2014,2014-02-01 03,0.41
1428,2/1/2014 4:05,2/1/2014,2014-02-01 04,0.46
1429,2/1/2014 5:05,2/1/2014,2014-02-01 05,0.37
1430,2/1/2014 6:07,2/1/2014,2014-02-01 06,0.32
1431,2/1/2014 7:07,2/1/2014,2014-02-01 07,0.23
1432,2/1/2014 8:08,2/1/2014,2014-02-01 08,0.32
1433,2/1/2014 9:10,2/1/2014,2014-02-01 09,0.99
1434,2/1/2014 10:01,2/1/2014,2014-02-01 10,0.5
1435,2/1/2014 11:01,2/1/2014,2014-02-01 11,1.89
1436,2/1/2014 12:02,2/1/2014,2014-02-01 12,2.31
1437,2/1/2014 13:03,2/1/2014,2014-02-01 13,1.73
1438,2/1/2014 14:04,2/1/2014,2014-02-01 14,2.18
1439,2/1/2014 15:04,2/1/2014,2014-02-01 15,2.71
1440,2/1/2014 16:05,2/1/2014,2014-02-01 16,2.27
1441,2/1/2014 17:06,2/1/2014,2014-02-01 17,2.06
1442,2/1/2014 18:07,2/1/2014,2014-02-01 18,1.47
1443,2/1/2014 19:07,2/1/2014,2014-02-01 19,0.46
1444,2/1/2014 20:09,2/1/2014,2014-02-01 20,0.5
1445,2/1/2014 21:09,2/1/2014,2014-02-01 21,0.55
1446,2/1/2014 22:00,2/1/2014,2014-02-01 22,0.46
1447,2/1/2014 23:01,2/1/2014,2014-02-01 23,0.55
1448,2/2/2014 0:01,2/2/2014,2014-02-02 00,0.46
1449,2/2/2014 1:01,2/2/2014,2014-02-02 01,0.46
1450,2/2/2014 2:03,2/2/2014,2014-02-02 02,0.41
1451,2/2/2014 3:04,2/2/2014,2014-02-02 03,0.46
1452,2/2/2014 4:06,2/2/2014,2014-02-02 04,0.32
1453,2/2/2014 5:07,2/2/2014,2014-02-02 05,0.32
1454,2/2/2014 6:08,2/2/2014,2014-02-02 06,0.37
1455,2/2/2014 7:08,2/2/2014,2014-02-02 07,0.28
1456,2/2/2014 8:09,2/2/2014,2014-02-02 08,0.32
1457,2/2/2014 9:10,2/2/2014,2014-02-02 09,1.12
1458,2/2/2014 10:01,2/2/2014,2014-02-02 10,0.59
1459,2/2/2014 11:02,2/2/2014,2014-02-02 11,1.81
1460,2/2/2014 12:02,2/2/2014,2014-02-02 12,2.71
1461,2/2/2014 13:02,2/2/2014,2014-02-02 13,1.85
1462,2/2/2014 14:02,2/2/2014,2014-02-02 14,1.93
1463,2/2/2014 15:01,2/2/2014,2014-02-02 15,2.51
1464,2/2/2014 16:01,2/2/2014,2014-02-02 16,2.47
1465,2/2/2014 17:02,2/2/2014,2014-02-02 17,1.93
1466,2/2/2014 18:02,2/2/2014,2014-02-02 18,1.68
1467,2/2/2014 19:02,2/2/2014,2014-02-02 19,0.59
1468,2/2/2014 20:02,2/2/2014,2014-02-02 20,0.59
1469,2/2/2014 21:04,2/2/2014,2014-02-02 21,0.59
1470,2/2/2014 22:05,2/2/2014,2014-02-02 22,0.5
1471,2/2/2014 23:03,2/2/2014,2014-02-02 23,0.55
1472,2/3/2014 0:03,2/3/2014,2014-02-03 00,0.5
1473,2/3/2014 1:03,2/3/2014,2014-02-03 01,0.5
1474,2/3/2014 2:04,2/3/2014,2014-02-03 02,0.46
1475,2/3/2014 3:05,2/3/2014,2014-02-03 03,0.41
1476,2/3/2014 4:06,2/3/2014,2014-02-03 04,0.41
1477,2/3/2014 5:06,2/3/2014,2014-02-03 05,0.41
1478,2/3/2014 6:07,2/3/2014,2014-02-03 06,0.32
1479,2/3/2014 7:08,2/3/2014,2014-02-03 07,0.32
1480,2/3/2014 8:09,2/3/2014,2014-02-03 08,0.41
1481,2/3/2014 9:00,2/3/2014,2014-02-03 09,0.86
1482,2/3/2014 10:00,2/3/2014,2014-02-03 10,0.59
1483,2/3/2014 11:00,2/3/2014,2014-02-03 11,1.25
1484,2/3/2014 12:02,2/3/2014,2014-02-03 12,2.46
1485,2/3/2014 13:02,2/3/2014,2014-02-03 13,1.68
1486,2/3/2014 14:02,2/3/2014,2014-02-03 14,1.47
1487,2/3/2014 15:03,2/3/2014,2014-02-03 15,2.54
1488,2/3/2014 16:03,2/3/2014,2014-02-03 16,2.38
1489,2/3/2014 17:03,2/3/2014,2014-02-03 17,1.76
1490,2/3/2014 18:08,2/3/2014,2014-02-03 18,1.34
1491,2/3/2014 19:10,2/3/2014,2014-02-03 19,0.37
1492,2/3/2014 20:00,2/3/2014,2014-02-03 20,0.37
1493,2/3/2014 21:01,2/3/2014,2014-02-03 21,0.23
1494,2/3/2014 22:01,2/3/2014,2014-02-03 22,0.28
1495,2/3/2014 23:02,2/3/2014,2014-02-03 23,0.28
1496,2/4/2014 0:03,2/4/2014,2014-02-04 00,0.28
1497,2/4/2014 1:04,2/4/2014,2014-02-04 01,0.14
1498,2/4/2014 2:04,2/4/2014,2014-02-04 02,0.14
1499,2/4/2014 3:05,2/4/2014,2014-02-04 03,0
1500,2/4/2014 4:06,2/4/2014,2014-02-04 04,0.05
1501,2/4/2014 5:07,2/4/2014,2014-02-04 05,0
1502,2/4/2014 6:07,2/4/2014,2014-02-04 06,0
1503,2/4/2014 7:08,2/4/2014,2014-02-04 07,0
1504,2/4/2014 8:09,2/4/2014,2014-02-04 08,0.05
1505,2/4/2014 9:00,2/4/2014,2014-02-04 09,0.59
1506,2/4/2014 10:01,2/4/2014,2014-02-04 10,0.55
1507,2/4/2014 11:01,2/4/2014,2014-02-04 11,0.68
1508,2/4/2014 12:01,2/4/2014,2014-02-04 12,1.8
1509,2/4/2014 13:04,2/4/2014,2014-02-04 13,1.64
1510,2/4/2014 14:04,2/4/2014,2014-02-04 14,1.34
1511,2/4/2014 15:05,2/4/2014,2014-02-04 15,2.26
1512,2/4/2014 16:06,2/4/2014,2014-02-04 16,2.3
1513,2/4/2014 17:07,2/4/2014,2014-02-04 17,1.59
1514,2/4/2014 18:07,2/4/2014,2014-02-04 18,1.47
1515,2/4/2014 19:08,2/4/2014,2014-02-04 19,0.55
1516,2/4/2014 20:09,2/4/2014,2014-02-04 20,0.32
1517,2/4/2014 21:00,2/4/2014,2014-02-04 21,0.14
1518,2/4/2014 22:01,2/4/2014,2014-02-04 22,0.55
1519,2/4/2014 23:01,2/4/2014,2014-02-04 23,0.73
1520,2/5/2014 0:01,2/5/2014,2014-02-05 00,0.41
1521,2/5/2014 1:03,2/5/2014,2014-02-05 01,0.37
1522,2/5/2014 2:04,2/5/2014,2014-02-05 02,0.32
1523,2/5/2014 3:04,2/5/2014,2014-02-05 03,0.18
1524,2/5/2014 4:04,2/5/2014,2014-02-05 04,0.41
1525,2/5/2014 5:06,2/5/2014,2014-02-05 05,0
1526,2/5/2014 6:07,2/5/2014,2014-02-05 06,0.23
1527,2/5/2014 7:09,2/5/2014,2014-02-05 07,0.14
1528,2/5/2014 8:09,2/5/2014,2014-02-05 08,0
1529,2/5/2014 9:00,2/5/2014,2014-02-05 09,0.82
1530,2/5/2014 10:01,2/5/2014,2014-02-05 10,0.9
1531,2/5/2014 11:02,2/5/2014,2014-02-05 11,0.9
1532,2/5/2014 12:02,2/5/2014,2014-02-05 12,2.18
1533,2/5/2014 13:03,2/5/2014,2014-02-05 13,1.72
1534,2/5/2014 14:04,2/5/2014,2014-02-05 14,1.55
1535,2/5/2014 15:05,2/5/2014,2014-02-05 15,2.47
1536,2/5/2014 16:05,2/5/2014,2014-02-05 16,2.63
1537,2/5/2014 17:06,2/5/2014,2014-02-05 17,1.85
1538,2/5/2014 18:07,2/5/2014,2014-02-05 18,1.21
1539,2/5/2014 19:08,2/5/2014,2014-02-05 19,0.77
1540,2/5/2014 20:08,2/5/2014,2014-02-05 20,0.46
1541,2/5/2014 21:09,2/5/2014,2014-02-05 21,0.32
1542,2/5/2014 22:00,2/5/2014,2014-02-05 22,0.59
1543,2/5/2014 23:00,2/5/2014,2014-02-05 23,0.5
1544,2/6/2014 0:02,2/6/2014,2014-02-06 00,0.99
1545,2/6/2014 1:02,2/6/2014,2014-02-06 01,0.59
1546,2/6/2014 2:05,2/6/2014,2014-02-06 02,0.09
1547,2/6/2014 3:05,2/6/2014,2014-02-06 03,0.05
1548,2/6/2014 4:05,2/6/2014,2014-02-06 04,0
1549,2/6/2014 5:07,2/6/2014,2014-02-06 05,0.18
1550,2/6/2014 6:08,2/6/2014,2014-02-06 06,0.05
1551,2/6/2014 7:08,2/6/2014,2014-02-06 07,0.32
1552,2/6/2014 8:08,2/6/2014,2014-02-06 08,0.32
1553,2/6/2014 9:10,2/6/2014,2014-02-06 09,0.64
1554,2/6/2014 10:01,2/6/2014,2014-02-06 10,0.99
1555,2/6/2014 11:01,2/6/2014,2014-02-06 11,0.77
1556,2/6/2014 12:02,2/6/2014,2014-02-06 12,2.14
1557,2/6/2014 13:02,2/6/2014,2014-02-06 13,1.77
1558,2/6/2014 14:04,2/6/2014,2014-02-06 14,1.55
1559,2/6/2014 15:04,2/6/2014,2014-02-06 15,2.26
1560,2/6/2014 16:05,2/6/2014,2014-02-06 16,2.1
1561,2/6/2014 17:05,2/6/2014,2014-02-06 17,1.72
1562,2/6/2014 18:07,2/6/2014,2014-02-06 18,1.25
1563,2/6/2014 19:07,2/6/2014,2014-02-06 19,0.23
1564,2/6/2014 20:08,2/6/2014,2014-02-06 20,0.28
1565,2/6/2014 21:10,2/6/2014,2014-02-06 21,0.14
1566,2/6/2014 22:00,2/6/2014,2014-02-06 22,0.09
1567,2/6/2014 23:01,2/6/2014,2014-02-06 23,0.23
1568,2/7/2014 0:02,2/7/2014,2014-02-07 00,0.41
1569,2/7/2014 1:02,2/7/2014,2014-02-07 01,0.18
1570,2/7/2014 2:03,2/7/2014,2014-02-07 02,0.23
1571,2/7/2014 3:04,2/7/2014,2014-02-07 03,0.32
1572,2/7/2014 4:05,2/7/2014,2014-02-07 04,0.14
1573,2/7/2014 5:06,2/7/2014,2014-02-07 05,0.05
1574,2/7/2014 6:06,2/7/2014,2014-02-07 06,0.09
1575,2/7/2014 7:07,2/7/2014,2014-02-07 07,0.05
1576,2/7/2014 8:08,2/7/2014,2014-02-07 08,0
1577,2/7/2014 9:09,2/7/2014,2014-02-07 09,0.55
1578,2/7/2014 10:09,2/7/2014,2014-02-07 10,0.86
1579,2/7/2014 11:00,2/7/2014,2014-02-07 11,0.82
1580,2/7/2014 12:01,2/7/2014,2014-02-07 12,1.77
1581,2/7/2014 13:01,2/7/2014,2014-02-07 13,1.81
1582,2/7/2014 14:02,2/7/2014,2014-02-07 14,1.21
1583,2/7/2014 15:03,2/7/2014,2014-02-07 15,2.18
1584,2/7/2014 16:05,2/7/2014,2014-02-07 16,2.14
1585,2/7/2014 17:05,2/7/2014,2014-02-07 17,1.43
1586,2/7/2014 18:07,2/7/2014,2014-02-07 18,1.21
1587,2/7/2014 19:07,2/7/2014,2014-02-07 19,0.28
1588,2/7/2014 20:08,2/7/2014,2014-02-07 20,0.37
1589,2/7/2014 21:08,2/7/2014,2014-02-07 21,0.37
1590,2/7/2014 22:10,2/7/2014,2014-02-07 22,0.23
1591,2/7/2014 23:00,2/7/2014,2014-02-07 23,0.32
1592,2/8/2014 0:01,2/8/2014,2014-02-08 00,0.23
1593,2/8/2014 1:02,2/8/2014,2014-02-08 01,0.28
1594,2/8/2014 2:02,2/8/2014,2014-02-08 02,0.14
1595,2/8/2014 3:03,2/8/2014,2014-02-08 03,0.14
1596,2/8/2014 4:04,2/8/2014,2014-02-08 04,0.18
1597,2/8/2014 5:05,2/8/2014,2014-02-08 05,0.18
1598,2/8/2014 6:05,2/8/2014,2014-02-08 06,0.09
1599,2/8/2014 7:06,2/8/2014,2014-02-08 07,0.14
1600,2/8/2014 8:07,2/8/2014,2014-02-08 08,0
1601,2/8/2014 9:08,2/8/2014,2014-02-08 09,0.59
1602,2/8/2014 10:00,2/8/2014,2014-02-08 10,0.68
1603,2/8/2014 11:10,2/8/2014,2014-02-08 11,0.73
1604,2/8/2014 12:01,2/8/2014,2014-02-08 12,1.64
1605,2/8/2014 13:01,2/8/2014,2014-02-08 13,1.08
1606,2/8/2014 14:02,2/8/2014,2014-02-08 14,1.47
1607,2/8/2014 15:02,2/8/2014,2014-02-08 15,1.3
1608,2/8/2014 16:04,2/8/2014,2014-02-08 16,2.27
1609,2/8/2014 17:04,2/8/2014,2014-02-08 17,0.82
1610,2/8/2014 18:05,2/8/2014,2014-02-08 18,1.17
1611,2/8/2014 19:05,2/8/2014,2014-02-08 19,0.59
1612,2/8/2014 20:07,2/8/2014,2014-02-08 20,0.46
1613,2/8/2014 21:07,2/8/2014,2014-02-08 21,0.5
1614,2/8/2014 22:08,2/8/2014,2014-02-08 22,0.14
1615,2/8/2014 23:08,2/8/2014,2014-02-08 23,0.41
1616,2/9/2014 0:10,2/9/2014,2014-02-09 00,0.23
1617,2/9/2014 1:00,2/9/2014,2014-02-09 01,0.09
1618,2/9/2014 2:01,2/9/2014,2014-02-09 02,0.28
1619,2/9/2014 3:02,2/9/2014,2014-02-09 03,0.23
1620,2/9/2014 4:02,2/9/2014,2014-02-09 04,0
1621,2/9/2014 5:05,2/9/2014,2014-02-09 05,0
1622,2/9/2014 6:05,2/9/2014,2014-02-09 06,0.05
1623,2/9/2014 7:06,2/9/2014,2014-02-09 07,0.09
1624,2/9/2014 8:07,2/9/2014,2014-02-09 08,0
1625,2/9/2014 9:08,2/9/2014,2014-02-09 09,0.41
1626,2/9/2014 10:08,2/9/2014,2014-02-09 10,1.17
1627,2/9/2014 11:09,2/9/2014,2014-02-09 11,0.73
1628,2/9/2014 12:00,2/9/2014,2014-02-09 12,1.3
1629,2/9/2014 13:01,2/9/2014,2014-02-09 13,1.86
1630,2/9/2014 14:01,2/9/2014,2014-02-09 14,1.26
1631,2/9/2014 15:02,2/9/2014,2014-02-09 15,2.11
1632,2/9/2014 16:03,2/9/2014,2014-02-09 16,1.94
1633,2/9/2014 17:04,2/9/2014,2014-02-09 17,0.69
1634,2/9/2014 18:04,2/9/2014,2014-02-09 18,1.04
1635,2/9/2014 19:05,2/9/2014,2014-02-09 19,0.51
1636,2/9/2014 20:06,2/9/2014,2014-02-09 20,0.51
1637,2/9/2014 21:07,2/9/2014,2014-02-09 21,0.37
1638,2/9/2014 22:07,2/9/2014,2014-02-09 22,0.51
1639,2/9/2014 23:08,2/9/2014,2014-02-09 23,0.46
1640,2/10/2014 0:10,2/10/2014,2014-02-10 00,0
1641,2/10/2014 1:01,2/10/2014,2014-02-10 01,0.37
1642,2/10/2014 2:01,2/10/2014,2014-02-10 02,0.09
1643,2/10/2014 3:02,2/10/2014,2014-02-10 03,0
1644,2/10/2014 4:02,2/10/2014,2014-02-10 04,0
1645,2/10/2014 5:02,2/10/2014,2014-02-10 05,0.23
1646,2/10/2014 6:04,2/10/2014,2014-02-10 06,0.14
1647,2/10/2014 7:05,2/10/2014,2014-02-10 07,0.14
1648,2/10/2014 8:05,2/10/2014,2014-02-10 08,0.14
1649,2/10/2014 9:05,2/10/2014,2014-02-10 09,0.46
1650,2/10/2014 10:07,2/10/2014,2014-02-10 10,0.51
1651,2/10/2014 11:08,2/10/2014,2014-02-10 11,0.46
1652,2/10/2014 12:08,2/10/2014,2014-02-10 12,1.53
1653,2/10/2014 13:08,2/10/2014,2014-02-10 13,1.66
1654,2/10/2014 14:08,2/10/2014,2014-02-10 14,1.35
1655,2/10/2014 15:10,2/10/2014,2014-02-10 15,2.37
1656,2/10/2014 16:01,2/10/2014,2014-02-10 16,2.04
1657,2/10/2014 17:01,2/10/2014,2014-02-10 17,1.95
1658,2/10/2014 18:02,2/10/2014,2014-02-10 18,1.4
1659,2/10/2014 19:04,2/10/2014,2014-02-10 19,0.74
1660,2/10/2014 20:04,2/10/2014,2014-02-10 20,0.74
1661,2/10/2014 21:06,2/10/2014,2014-02-10 21,0.51
1662,2/10/2014 22:06,2/10/2014,2014-02-10 22,0.6
1663,2/10/2014 23:07,2/10/2014,2014-02-10 23,0.6
1664,2/11/2014 0:07,2/11/2014,2014-02-11 00,0.14
1665,2/11/2014 1:06,2/11/2014,2014-02-11 01,0
1666,2/11/2014 2:08,2/11/2014,2014-02-11 02,0.09
1667,2/11/2014 3:08,2/11/2014,2014-02-11 03,0.14
1668,2/11/2014 4:09,2/11/2014,2014-02-11 04,0.23
1669,2/11/2014 5:00,2/11/2014,2014-02-11 05,0.19
1670,2/11/2014 6:00,2/11/2014,2014-02-11 06,0.33
1671,2/11/2014 7:01,2/11/2014,2014-02-11 07,0.33
1672,2/11/2014 8:02,2/11/2014,2014-02-11 08,0.28
1673,2/11/2014 9:03,2/11/2014,2014-02-11 09,0.69
1674,2/11/2014 10:03,2/11/2014,2014-02-11 10,0.69
1675,2/11/2014 11:05,2/11/2014,2014-02-11 11,1.48
1676,2/11/2014 12:06,2/11/2014,2014-02-11 12,1.91
1677,2/11/2014 13:07,2/11/2014,2014-02-11 13,2.33
1678,2/11/2014 14:08,2/11/2014,2014-02-11 14,1.09
1679,2/11/2014 15:09,2/11/2014,2014-02-11 15,2.45
1680,2/11/2014 16:00,2/11/2014,2014-02-11 16,2.37
1681,2/11/2014 17:00,2/11/2014,2014-02-11 17,1.91
1682,2/11/2014 18:00,2/11/2014,2014-02-11 18,1.4
1683,2/11/2014 19:02,2/11/2014,2014-02-11 19,0.65
1684,2/11/2014 20:03,2/11/2014,2014-02-11 20,1.05
1685,2/11/2014 21:03,2/11/2014,2014-02-11 21,1.09
1686,2/11/2014 22:03,2/11/2014,2014-02-11 22,1.22
1687,2/11/2014 23:05,2/11/2014,2014-02-11 23,0.74
1688,2/12/2014 0:06,2/12/2014,2014-02-12 00,0.69
1689,2/12/2014 1:06,2/12/2014,2014-02-12 01,0.78
1690,2/12/2014 2:06,2/12/2014,2014-02-12 02,0.74
