row_num,ACQUISITION_TIME,ACQUISITION_DAY,ACQUISITION_HOUR,b
4998,1/5/2016 15:31,1/5/2016,2016-01-05 15,2.53
4999,1/5/2016 16:01,1/5/2016,2016-01-05 16,2.32
5000,1/5/2016 17:01,1/5/2016,2016-01-05 17,1.78
5001,1/5/2016 18:02,1/5/2016,2016-01-05 18,1.18
5002,1/5/2016 19:02,1/5/2016,2016-01-05 19,0.33
5003,1/5/2016 20:04,1/5/2016,2016-01-05 20,0.42
5004,1/5/2016 21:04,1/5/2016,2016-01-05 21,0.37
5005,1/5/2016 22:05,1/5/2016,2016-01-05 22,0.42
5006,1/5/2016 23:06,1/5/2016,2016-01-05 23,0.42
5007,1/6/2016 0:07,1/6/2016,2016-01-06 00,0.42
5008,1/6/2016 1:07,1/6/2016,2016-01-06 01,0.37
5009,1/6/2016 2:08,1/6/2016,2016-01-06 02,0.37
5010,1/6/2016 3:01,1/6/2016,2016-01-06 03,0.37
5011,1/6/2016 4:01,1/6/2016,2016-01-06 04,0.33
5012,1/6/2016 5:03,1/6/2016,2016-01-06 05,0.37
5013,1/6/2016 6:03,1/6/2016,2016-01-06 06,0.23
5014,1/6/2016 7:03,1/6/2016,2016-01-06 07,0.23
5015,1/6/2016 8:04,1/6/2016,2016-01-06 08,0.28
5016,1/6/2016 9:06,1/6/2016,2016-01-06 09,0.6
5017,1/6/2016 10:06,1/6/2016,2016-01-06 10,0.96
5018,1/6/2016 11:06,1/6/2016,2016-01-06 11,1.09
5019,1/6/2016 12:08,1/6/2016,2016-01-06 12,1.13
5020,1/6/2016 13:09,1/6/2016,2016-01-06 13,1.87
5021,1/6/2016 14:09,1/6/2016,2016-01-06 14,2.69
5022,1/6/2016 15:00,1/6/2016,2016-01-06 15,2.53
5023,1/6/2016 16:00,1/6/2016,2016-01-06 16,2.12
5024,1/6/2016 17:01,1/6/2016,2016-01-06 17,2.08
5025,1/6/2016 18:02,1/6/2016,2016-01-06 18,1.22
5026,1/6/2016 19:03,1/6/2016,2016-01-06 19,0.42
5027,1/6/2016 20:03,1/6/2016,2016-01-06 20,0.46
5028,1/6/2016 21:04,1/6/2016,2016-01-06 21,0.46
5029,1/6/2016 22:07,1/6/2016,2016-01-06 22,0.46
5030,1/6/2016 23:07,1/6/2016,2016-01-06 23,0.33
5031,1/7/2016 0:08,1/7/2016,2016-01-07 00,0.28
5032,1/7/2016 1:09,1/7/2016,2016-01-07 01,0.28
5033,1/7/2016 2:10,1/7/2016,2016-01-07 02,0.23
5034,1/7/2016 3:01,1/7/2016,2016-01-07 03,0.28
5035,1/7/2016 4:01,1/7/2016,2016-01-07 04,0.14
5036,1/7/2016 5:02,1/7/2016,2016-01-07 05,0.19
5037,1/7/2016 6:02,1/7/2016,2016-01-07 06,0.09
5038,1/7/2016 7:04,1/7/2016,2016-01-07 07,0.28
5039,1/7/2016 8:04,1/7/2016,2016-01-07 08,0.14
5040,1/7/2016 9:05,1/7/2016,2016-01-07 09,0.33
5041,1/7/2016 10:05,1/7/2016,2016-01-07 10,0.87
5042,1/7/2016 11:07,1/7/2016,2016-01-07 11,1.05
5043,1/7/2016 12:07,1/7/2016,2016-01-07 12,1.05
5044,1/7/2016 13:08,1/7/2016,2016-01-07 13,1.91
5045,1/7/2016 14:08,1/7/2016,2016-01-07 14,2.57
5046,1/7/2016 15:10,1/7/2016,2016-01-07 15,2.57
5047,1/7/2016 16:01,1/7/2016,2016-01-07 16,2.12
5048,1/7/2016 17:02,1/7/2016,2016-01-07 17,1.61
5049,1/7/2016 18:02,1/7/2016,2016-01-07 18,0.96
5050,1/7/2016 19:04,1/7/2016,2016-01-07 19,0.33
5051,1/7/2016 20:04,1/7/2016,2016-01-07 20,0.28
5052,1/7/2016 21:05,1/7/2016,2016-01-07 21,0.42
5053,1/7/2016 22:06,1/7/2016,2016-01-07 22,0.33
5054,1/7/2016 23:07,1/7/2016,2016-01-07 23,0.33
5055,1/8/2016 0:07,1/8/2016,2016-01-08 00,0.28
5056,1/8/2016 1:08,1/8/2016,2016-01-08 01,0.33
5057,1/8/2016 2:09,1/8/2016,2016-01-08 02,0.23
5058,1/8/2016 3:10,1/8/2016,2016-01-08 03,0.23
5059,1/8/2016 4:01,1/8/2016,2016-01-08 04,0.23
5060,1/8/2016 5:01,1/8/2016,2016-01-08 05,0.28
5061,1/8/2016 6:01,1/8/2016,2016-01-08 06,0.19
5062,1/8/2016 7:02,1/8/2016,2016-01-08 07,0
5063,1/8/2016 8:04,1/8/2016,2016-01-08 08,0
5064,1/8/2016 9:04,1/8/2016,2016-01-08 09,0.6
5065,1/8/2016 10:04,1/8/2016,2016-01-08 10,1
5066,1/8/2016 11:08,1/8/2016,2016-01-08 11,0.69
5067,1/8/2016 12:07,1/8/2016,2016-01-08 12,0.87
5068,1/8/2016 13:08,1/8/2016,2016-01-08 13,1.18
5069,1/8/2016 14:08,1/8/2016,2016-01-08 14,1.61
5070,1/8/2016 15:10,1/8/2016,2016-01-08 15,2.24
5071,1/8/2016 16:01,1/8/2016,2016-01-08 16,1.99
5072,1/8/2016 17:01,1/8/2016,2016-01-08 17,1.44
5073,1/8/2016 18:01,1/8/2016,2016-01-08 18,0.55
5074,1/8/2016 19:02,1/8/2016,2016-01-08 19,0.28
5075,1/8/2016 20:04,1/8/2016,2016-01-08 20,0.33
5076,1/8/2016 21:04,1/8/2016,2016-01-08 21,0.37
5077,1/8/2016 22:04,1/8/2016,2016-01-08 22,0.42
5078,1/8/2016 23:05,1/8/2016,2016-01-08 23,0.37
5079,1/9/2016 0:07,1/9/2016,2016-01-09 00,0.33
5080,1/9/2016 1:07,1/9/2016,2016-01-09 01,0.42
5081,1/9/2016 2:07,1/9/2016,2016-01-09 02,0.28
5082,1/9/2016 3:08,1/9/2016,2016-01-09 03,0.05
5083,1/9/2016 4:10,1/9/2016,2016-01-09 04,0.23
5084,1/9/2016 5:00,1/9/2016,2016-01-09 05,0.23
5085,1/9/2016 6:02,1/9/2016,2016-01-09 06,0.28
5086,1/9/2016 7:02,1/9/2016,2016-01-09 07,0.09
5087,1/9/2016 8:02,1/9/2016,2016-01-09 08,0.14
5088,1/9/2016 9:02,1/9/2016,2016-01-09 09,0.6
5089,1/9/2016 10:04,1/9/2016,2016-01-09 10,1.13
5090,1/9/2016 11:04,1/9/2016,2016-01-09 11,0.91
5091,1/9/2016 12:05,1/9/2016,2016-01-09 12,0.96
5092,1/9/2016 13:05,1/9/2016,2016-01-09 13,1.61
5093,1/9/2016 14:07,1/9/2016,2016-01-09 14,2.2
5094,1/9/2016 15:07,1/9/2016,2016-01-09 15,2.08
5095,1/9/2016 16:08,1/9/2016,2016-01-09 16,2.03
5096,1/9/2016 17:08,1/9/2016,2016-01-09 17,1.61
5097,1/9/2016 18:10,1/9/2016,2016-01-09 18,0.96
5098,1/9/2016 19:00,1/9/2016,2016-01-09 19,0.28
5099,1/9/2016 20:01,1/9/2016,2016-01-09 20,0.37
5100,1/9/2016 21:02,1/9/2016,2016-01-09 21,0.23
5101,1/9/2016 22:02,1/9/2016,2016-01-09 22,0.28
5102,1/9/2016 23:03,1/9/2016,2016-01-09 23,0.28
5103,1/10/2016 0:04,1/10/2016,2016-01-10 00,0.37
5104,1/10/2016 1:08,1/10/2016,2016-01-10 01,0.23
5105,1/10/2016 2:08,1/10/2016,2016-01-10 02,0.28
5106,1/10/2016 3:09,1/10/2016,2016-01-10 03,0.14
5107,1/10/2016 4:00,1/10/2016,2016-01-10 04,0
5108,1/10/2016 5:01,1/10/2016,2016-01-10 05,0.09
5109,1/10/2016 6:03,1/10/2016,2016-01-10 06,0.14
5110,1/10/2016 7:05,1/10/2016,2016-01-10 07,0.14
5111,1/10/2016 8:07,1/10/2016,2016-01-10 08,0.05
5112,1/10/2016 9:09,1/10/2016,2016-01-10 09,0.46
5113,1/10/2016 10:09,1/10/2016,2016-01-10 10,0.73
5114,1/10/2016 11:00,1/10/2016,2016-01-10 11,0.73
5115,1/10/2016 12:01,1/10/2016,2016-01-10 12,0.96
5116,1/10/2016 13:02,1/10/2016,2016-01-10 13,1.99
5117,1/10/2016 14:02,1/10/2016,2016-01-10 14,2.53
5118,1/10/2016 15:03,1/10/2016,2016-01-10 15,2.28
5119,1/10/2016 16:04,1/10/2016,2016-01-10 16,2.12
5120,1/10/2016 17:05,1/10/2016,2016-01-10 17,1.53
5121,1/10/2016 18:05,1/10/2016,2016-01-10 18,0.91
5122,1/10/2016 19:06,1/10/2016,2016-01-10 19,0.23
5123,1/10/2016 20:03,1/10/2016,2016-01-10 20,0.33
5124,1/10/2016 21:03,1/10/2016,2016-01-10 21,0.28
5125,1/10/2016 22:05,1/10/2016,2016-01-10 22,0.23
5126,1/10/2016 23:05,1/10/2016,2016-01-10 23,0.23
5127,1/11/2016 0:06,1/11/2016,2016-01-11 00,0.19
5128,1/11/2016 1:07,1/11/2016,2016-01-11 01,0.19
5129,1/11/2016 2:08,1/11/2016,2016-01-11 02,0.14
5130,1/11/2016 3:04,1/11/2016,2016-01-11 03,0.09
5131,1/11/2016 4:06,1/11/2016,2016-01-11 04,0
5132,1/11/2016 5:08,1/11/2016,2016-01-11 05,0
5133,1/11/2016 6:00,1/11/2016,2016-01-11 06,0
5134,1/11/2016 7:02,1/11/2016,2016-01-11 07,0.05
5135,1/11/2016 8:04,1/11/2016,2016-01-11 08,0
5136,1/11/2016 9:06,1/11/2016,2016-01-11 09,0.83
5137,1/11/2016 10:06,1/11/2016,2016-01-11 10,1.01
5138,1/11/2016 11:06,1/11/2016,2016-01-11 11,1.4
5139,1/11/2016 12:07,1/11/2016,2016-01-11 12,1.01
5140,1/11/2016 13:09,1/11/2016,2016-01-11 13,1.83
5141,1/11/2016 14:03,1/11/2016,2016-01-11 14,2.82
5142,1/11/2016 15:03,1/11/2016,2016-01-11 15,2.66
5143,1/11/2016 16:04,1/11/2016,2016-01-11 16,2.12
5144,1/11/2016 17:04,1/11/2016,2016-01-11 17,1.91
5145,1/11/2016 18:05,1/11/2016,2016-01-11 18,1.27
5146,1/11/2016 19:06,1/11/2016,2016-01-11 19,0.6
5147,1/11/2016 20:07,1/11/2016,2016-01-11 20,0.46
5148,1/11/2016 21:07,1/11/2016,2016-01-11 21,0.65
5149,1/11/2016 22:08,1/11/2016,2016-01-11 22,0.78
5150,1/11/2016 23:09,1/11/2016,2016-01-11 23,0.83
5151,1/12/2016 0:00,1/12/2016,2016-01-12 00,0.6
5152,1/12/2016 1:00,1/12/2016,2016-01-12 01,0.56
5153,1/12/2016 2:01,1/12/2016,2016-01-12 02,0.69
5154,1/12/2016 3:02,1/12/2016,2016-01-12 03,0.65
5155,1/12/2016 4:03,1/12/2016,2016-01-12 04,0.56
5156,1/12/2016 5:03,1/12/2016,2016-01-12 05,0.56
5157,1/12/2016 6:04,1/12/2016,2016-01-12 06,0.6
5158,1/12/2016 7:05,1/12/2016,2016-01-12 07,0.56
5159,1/12/2016 8:06,1/12/2016,2016-01-12 08,0.6
5160,1/12/2016 9:10,1/12/2016,2016-01-12 09,1.14
5161,1/12/2016 10:10,1/12/2016,2016-01-12 10,1.53
5162,1/12/2016 11:01,1/12/2016,2016-01-12 11,1.62
5163,1/12/2016 12:01,1/12/2016,2016-01-12 12,1.27
5164,1/12/2016 13:02,1/12/2016,2016-01-12 13,2.12
5165,1/12/2016 14:02,1/12/2016,2016-01-12 14,2.78
5166,1/12/2016 15:04,1/12/2016,2016-01-12 15,2.66
5167,1/12/2016 16:04,1/12/2016,2016-01-12 16,2.41
5168,1/12/2016 17:05,1/12/2016,2016-01-12 17,1.96
5169,1/12/2016 18:05,1/12/2016,2016-01-12 18,1.44
5170,1/12/2016 19:07,1/12/2016,2016-01-12 19,0.69
5171,1/12/2016 20:07,1/12/2016,2016-01-12 20,0.69
5172,1/12/2016 21:08,1/12/2016,2016-01-12 21,0.69
5173,1/12/2016 22:09,1/12/2016,2016-01-12 22,0.69
5174,1/12/2016 23:10,1/12/2016,2016-01-12 23,0.69
5175,1/13/2016 0:01,1/13/2016,2016-01-13 00,0.65
5176,1/13/2016 1:01,1/13/2016,2016-01-13 01,0.56
5177,1/13/2016 2:01,1/13/2016,2016-01-13 02,0.6
5178,1/13/2016 3:02,1/13/2016,2016-01-13 03,0.42
5179,1/13/2016 4:04,1/13/2016,2016-01-13 04,0.33
5180,1/13/2016 5:04,1/13/2016,2016-01-13 05,0.33
5181,1/13/2016 6:04,1/13/2016,2016-01-13 06,0.23
5182,1/13/2016 7:04,1/13/2016,2016-01-13 07,0.14
5183,1/13/2016 8:04,1/13/2016,2016-01-13 08,0.19
5184,1/13/2016 9:05,1/13/2016,2016-01-13 09,0.65
5185,1/13/2016 10:06,1/13/2016,2016-01-13 10,1.01
5186,1/13/2016 11:07,1/13/2016,2016-01-13 11,1.31
5187,1/13/2016 12:07,1/13/2016,2016-01-13 12,1.31
5188,1/13/2016 13:08,1/13/2016,2016-01-13 13,1.91
5189,1/13/2016 14:09,1/13/2016,2016-01-13 14,2.66
5190,1/13/2016 15:00,1/13/2016,2016-01-13 15,2.54
5191,1/13/2016 16:00,1/13/2016,2016-01-13 16,2.12
5192,1/13/2016 17:01,1/13/2016,2016-01-13 17,1.66
5193,1/13/2016 18:02,1/13/2016,2016-01-13 18,1.09
5194,1/13/2016 19:03,1/13/2016,2016-01-13 19,0.51
5195,1/13/2016 20:03,1/13/2016,2016-01-13 20,0.46
5196,1/13/2016 21:04,1/13/2016,2016-01-13 21,0.46
5197,1/13/2016 22:05,1/13/2016,2016-01-13 22,0.46
5198,1/13/2016 23:10,1/13/2016,2016-01-13 23,0.37
5199,1/14/2016 0:10,1/14/2016,2016-01-14 00,0.51
5200,1/14/2016 1:01,1/14/2016,2016-01-14 01,0.51
5201,1/14/2016 2:01,1/14/2016,2016-01-14 02,0.42
5202,1/14/2016 3:02,1/14/2016,2016-01-14 03,0.33
5203,1/14/2016 4:02,1/14/2016,2016-01-14 04,0.28
5204,1/14/2016 5:02,1/14/2016,2016-01-14 05,0.28
5205,1/14/2016 6:02,1/14/2016,2016-01-14 06,0.19
5206,1/14/2016 7:03,1/14/2016,2016-01-14 07,0.19
5207,1/14/2016 9:17,1/14/2016,2016-01-14 09,0.74
5208,1/14/2016 10:07,1/14/2016,2016-01-14 10,1.05
5209,1/14/2016 11:07,1/14/2016,2016-01-14 11,1.18
5210,1/14/2016 12:07,1/14/2016,2016-01-14 12,1.05
5211,1/14/2016 13:08,1/14/2016,2016-01-14 13,1.99
5212,1/14/2016 14:10,1/14/2016,2016-01-14 14,2.37
5213,1/14/2016 15:10,1/14/2016,2016-01-14 15,2.33
5214,1/14/2016 16:01,1/14/2016,2016-01-14 16,2.12
5215,1/14/2016 17:34,1/14/2016,2016-01-14 17,1.27
5216,1/14/2016 18:04,1/14/2016,2016-01-14 18,1.05
5217,1/14/2016 19:04,1/14/2016,2016-01-14 19,0.33
5218,1/14/2016 20:04,1/14/2016,2016-01-14 20,0.33
5219,1/14/2016 21:06,1/14/2016,2016-01-14 21,0.37
5220,1/14/2016 22:06,1/14/2016,2016-01-14 22,0.37
5221,1/14/2016 23:07,1/14/2016,2016-01-14 23,0.33
5222,1/15/2016 0:07,1/15/2016,2016-01-15 00,0.14
5223,1/15/2016 1:09,1/15/2016,2016-01-15 01,0.28
5224,1/15/2016 2:00,1/15/2016,2016-01-15 02,0.09
5225,1/15/2016 3:00,1/15/2016,2016-01-15 03,0.14
5226,1/15/2016 4:00,1/15/2016,2016-01-15 04,0.28
5227,1/15/2016 5:02,1/15/2016,2016-01-15 05,0.05
5228,1/15/2016 6:04,1/15/2016,2016-01-15 06,0.09
5229,1/15/2016 7:06,1/15/2016,2016-01-15 07,0.09
5230,1/15/2016 8:08,1/15/2016,2016-01-15 08,0.05
5231,1/15/2016 9:09,1/15/2016,2016-01-15 09,0.69
5232,1/15/2016 10:08,1/15/2016,2016-01-15 10,0.91
5233,1/15/2016 11:08,1/15/2016,2016-01-15 11,1.27
5234,1/15/2016 12:09,1/15/2016,2016-01-15 12,1.05
5235,1/15/2016 13:09,1/15/2016,2016-01-15 13,1.95
5236,1/15/2016 14:00,1/15/2016,2016-01-15 14,2.45
5237,1/15/2016 15:00,1/15/2016,2016-01-15 15,2.53
5238,1/15/2016 16:01,1/15/2016,2016-01-15 16,2.25
5239,1/15/2016 17:02,1/15/2016,2016-01-15 17,1.61
5240,1/15/2016 18:03,1/15/2016,2016-01-15 18,1.05
5241,1/15/2016 19:03,1/15/2016,2016-01-15 19,0.33
5242,1/15/2016 20:04,1/15/2016,2016-01-15 20,0.37
5243,1/15/2016 21:05,1/15/2016,2016-01-15 21,0.37
5244,1/15/2016 22:06,1/15/2016,2016-01-15 22,0.42
5245,1/15/2016 23:07,1/15/2016,2016-01-15 23,0.46
5246,1/16/2016 0:07,1/16/2016,2016-01-16 00,0.55
5247,1/16/2016 1:08,1/16/2016,2016-01-16 01,0.19
5248,1/16/2016 2:09,1/16/2016,2016-01-16 02,0.33
5249,1/16/2016 3:10,1/16/2016,2016-01-16 03,0.33
5250,1/16/2016 4:00,1/16/2016,2016-01-16 04,0.37
5251,1/16/2016 5:01,1/16/2016,2016-01-16 05,0.37
5252,1/16/2016 6:02,1/16/2016,2016-01-16 06,0.23
5253,1/16/2016 7:05,1/16/2016,2016-01-16 07,0.09
5254,1/16/2016 8:05,1/16/2016,2016-01-16 08,0.05
5255,1/16/2016 9:05,1/16/2016,2016-01-16 09,0.64
5256,1/16/2016 10:05,1/16/2016,2016-01-16 10,1
5257,1/16/2016 11:06,1/16/2016,2016-01-16 11,1.05
5258,1/16/2016 12:06,1/16/2016,2016-01-16 12,1.13
5259,1/16/2016 13:08,1/16/2016,2016-01-16 13,1.74
5260,1/16/2016 14:08,1/16/2016,2016-01-16 14,2.69
5261,1/16/2016 15:09,1/16/2016,2016-01-16 15,2.24
5262,1/16/2016 16:10,1/16/2016,2016-01-16 16,2.04
5263,1/16/2016 17:00,1/16/2016,2016-01-16 17,1.61
5264,1/16/2016 18:02,1/16/2016,2016-01-16 18,1.18
5265,1/16/2016 19:02,1/16/2016,2016-01-16 19,0.33
5266,1/16/2016 20:02,1/16/2016,2016-01-16 20,0.37
5267,1/16/2016 21:03,1/16/2016,2016-01-16 21,0.28
5268,1/16/2016 22:04,1/16/2016,2016-01-16 22,0
5269,1/16/2016 23:14,1/16/2016,2016-01-16 23,0.14
5270,1/17/2016 0:03,1/17/2016,2016-01-17 00,0.23
5271,1/17/2016 1:03,1/17/2016,2016-01-17 01,0
5272,1/17/2016 2:10,1/17/2016,2016-01-17 02,0
5273,1/17/2016 3:00,1/17/2016,2016-01-17 03,0
5274,1/17/2016 4:01,1/17/2016,2016-01-17 04,0
5275,1/17/2016 5:01,1/17/2016,2016-01-17 05,0
5276,1/17/2016 6:00,1/17/2016,2016-01-17 06,0.19
5277,1/17/2016 7:00,1/17/2016,2016-01-17 07,0.19
5278,1/17/2016 8:01,1/17/2016,2016-01-17 08,0.14
5279,1/17/2016 9:01,1/17/2016,2016-01-17 09,0.69
5280,1/17/2016 10:01,1/17/2016,2016-01-17 10,0.96
5281,1/17/2016 11:00,1/17/2016,2016-01-17 11,1.45
5282,1/17/2016 12:01,1/17/2016,2016-01-17 12,1.32
5283,1/17/2016 13:01,1/17/2016,2016-01-17 13,1.62
5284,1/17/2016 14:02,1/17/2016,2016-01-17 14,3.15
5285,1/17/2016 15:02,1/17/2016,2016-01-17 15,2.91
5286,1/17/2016 16:04,1/17/2016,2016-01-17 16,2.5
5287,1/17/2016 17:04,1/17/2016,2016-01-17 17,2.13
5288,1/17/2016 18:05,1/17/2016,2016-01-17 18,1.4
5289,1/17/2016 19:05,1/17/2016,2016-01-17 19,0.56
5290,1/17/2016 20:05,1/17/2016,2016-01-17 20,0.69
5291,1/17/2016 21:04,1/17/2016,2016-01-17 21,0.6
5292,1/17/2016 22:06,1/17/2016,2016-01-17 22,0.6
5293,1/17/2016 23:06,1/17/2016,2016-01-17 23,0.65
5294,1/18/2016 0:07,1/18/2016,2016-01-18 00,0.69
5295,1/18/2016 1:07,1/18/2016,2016-01-18 01,0.51
5296,1/18/2016 2:09,1/18/2016,2016-01-18 02,0.6
5297,1/18/2016 3:09,1/18/2016,2016-01-18 03,0.83
5298,1/18/2016 4:00,1/18/2016,2016-01-18 04,0.51
5299,1/18/2016 5:01,1/18/2016,2016-01-18 05,0.6
5300,1/18/2016 6:01,1/18/2016,2016-01-18 06,0.51
5301,1/18/2016 7:01,1/18/2016,2016-01-18 07,0.42
5302,1/18/2016 8:03,1/18/2016,2016-01-18 08,0.51
5303,1/18/2016 9:03,1/18/2016,2016-01-18 09,1.14
5304,1/18/2016 10:03,1/18/2016,2016-01-18 10,1.14
5305,1/18/2016 11:02,1/18/2016,2016-01-18 11,1.71
5306,1/18/2016 12:04,1/18/2016,2016-01-18 12,1.66
5307,1/18/2016 13:04,1/18/2016,2016-01-18 13,2
5308,1/18/2016 14:05,1/18/2016,2016-01-18 14,2.87
5309,1/18/2016 15:19,1/18/2016,2016-01-18 15,2.71
5310,1/18/2016 16:00,1/18/2016,2016-01-18 16,2.58
5311,1/18/2016 17:00,1/18/2016,2016-01-18 17,2.13
5312,1/18/2016 18:10,1/18/2016,2016-01-18 18,1.49
5313,1/18/2016 19:10,1/18/2016,2016-01-18 19,0.74
5314,1/18/2016 20:00,1/18/2016,2016-01-18 20,0.87
5315,1/18/2016 21:01,1/18/2016,2016-01-18 21,0.78
5316,1/18/2016 22:01,1/18/2016,2016-01-18 22,0.69
5317,1/18/2016 23:01,1/18/2016,2016-01-18 23,0.69
5318,1/19/2016 0:03,1/19/2016,2016-01-19 00,0.69
5319,1/19/2016 1:04,1/19/2016,2016-01-19 01,0.74
5320,1/19/2016 2:04,1/19/2016,2016-01-19 02,0.6
5321,1/19/2016 3:04,1/19/2016,2016-01-19 03,0.51
5322,1/19/2016 4:06,1/19/2016,2016-01-19 04,0.47
5323,1/19/2016 5:07,1/19/2016,2016-01-19 05,0.51
5324,1/19/2016 6:07,1/19/2016,2016-01-19 06,0.47
5325,1/19/2016 7:07,1/19/2016,2016-01-19 07,0.51
5326,1/19/2016 8:09,1/19/2016,2016-01-19 08,0.42
5327,1/19/2016 9:10,1/19/2016,2016-01-19 09,1.1
5328,1/19/2016 10:04,1/19/2016,2016-01-19 10,0.96
5329,1/19/2016 11:04,1/19/2016,2016-01-19 11,1.45
5330,1/19/2016 12:06,1/19/2016,2016-01-19 12,1.36
5331,1/19/2016 13:07,1/19/2016,2016-01-19 13,1.45
5332,1/19/2016 14:07,1/19/2016,2016-01-19 14,2.71
5333,1/19/2016 15:07,1/19/2016,2016-01-19 15,2.54
5334,1/19/2016 16:09,1/19/2016,2016-01-19 16,2.42
5335,1/19/2016 17:00,1/19/2016,2016-01-19 17,1.96
5336,1/19/2016 18:00,1/19/2016,2016-01-19 18,1.71
5337,1/19/2016 19:01,1/19/2016,2016-01-19 19,0.74
5338,1/19/2016 20:01,1/19/2016,2016-01-19 20,0.87
5339,1/19/2016 21:03,1/19/2016,2016-01-19 21,0.83
5340,1/19/2016 22:03,1/19/2016,2016-01-19 22,0.92
5341,1/19/2016 23:04,1/19/2016,2016-01-19 23,0.92
5342,1/20/2016 0:04,1/20/2016,2016-01-20 00,0.96
5343,1/20/2016 1:06,1/20/2016,2016-01-20 01,0.92
5344,1/20/2016 2:06,1/20/2016,2016-01-20 02,1.05
5345,1/20/2016 3:07,1/20/2016,2016-01-20 03,0.87
5346,1/20/2016 4:07,1/20/2016,2016-01-20 04,0.78
5347,1/20/2016 5:00,1/20/2016,2016-01-20 05,0.69
5348,1/20/2016 6:00,1/20/2016,2016-01-20 06,0.65
5349,1/20/2016 7:02,1/20/2016,2016-01-20 07,0.56
5350,1/20/2016 8:02,1/20/2016,2016-01-20 08,0.05
5351,1/20/2016 9:03,1/20/2016,2016-01-20 09,0.82
5352,1/20/2016 10:03,1/20/2016,2016-01-20 10,0.69
5353,1/20/2016 11:05,1/20/2016,2016-01-20 11,1.39
5354,1/20/2016 12:05,1/20/2016,2016-01-20 12,1.05
5355,1/20/2016 13:06,1/20/2016,2016-01-20 13,1.52
5356,1/20/2016 14:06,1/20/2016,2016-01-20 14,2.49
5357,1/20/2016 15:17,1/20/2016,2016-01-20 15,2.45
5358,1/20/2016 16:08,1/20/2016,2016-01-20 16,1.99
5359,1/20/2016 17:09,1/20/2016,2016-01-20 17,1.44
5360,1/20/2016 18:09,1/20/2016,2016-01-20 18,0.6
5361,1/20/2016 19:00,1/20/2016,2016-01-20 19,0.55
5362,1/20/2016 20:02,1/20/2016,2016-01-20 20,0.42
5363,1/20/2016 21:02,1/20/2016,2016-01-20 21,0.51
5364,1/20/2016 22:02,1/20/2016,2016-01-20 22,0.6
5365,1/20/2016 23:06,1/20/2016,2016-01-20 23,0.46
5366,1/21/2016 0:05,1/21/2016,2016-01-21 00,0.51
5367,1/21/2016 1:17,1/21/2016,2016-01-21 01,0.6
5368,1/21/2016 2:07,1/21/2016,2016-01-21 02,0.46
5369,1/21/2016 3:07,1/21/2016,2016-01-21 03,0.6
5370,1/21/2016 4:07,1/21/2016,2016-01-21 04,0.64
5371,1/21/2016 5:09,1/21/2016,2016-01-21 05,0.46
5372,1/21/2016 6:09,1/21/2016,2016-01-21 06,0.32
5373,1/21/2016 7:00,1/21/2016,2016-01-21 07,0.23
5374,1/21/2016 8:01,1/21/2016,2016-01-21 08,0.37
5375,1/21/2016 9:01,1/21/2016,2016-01-21 09,0.42
5376,1/21/2016 10:02,1/21/2016,2016-01-21 10,0.28
5377,1/21/2016 11:13,1/21/2016,2016-01-21 11,1
5378,1/21/2016 12:04,1/21/2016,2016-01-21 12,1.09
5379,1/21/2016 13:04,1/21/2016,2016-01-21 13,1.26
5380,1/21/2016 14:05,1/21/2016,2016-01-21 14,2.24
5381,1/21/2016 15:06,1/21/2016,2016-01-21 15,0.87
5382,1/21/2016 16:07,1/21/2016,2016-01-21 16,2.28
5383,1/21/2016 17:07,1/21/2016,2016-01-21 17,2.73
5384,1/21/2016 18:01,1/21/2016,2016-01-21 18,1.13
5385,1/21/2016 19:12,1/21/2016,2016-01-21 19,0.96
5386,1/21/2016 20:02,1/21/2016,2016-01-21 20,0.32
5387,1/21/2016 21:03,1/21/2016,2016-01-21 21,0
5388,1/21/2016 22:03,1/21/2016,2016-01-21 22,1
5389,1/21/2016 23:15,1/21/2016,2016-01-21 23,0.87
5390,1/22/2016 0:05,1/22/2016,2016-01-22 00,0.64
5391,1/22/2016 1:06,1/22/2016,2016-01-22 01,0.33
5392,1/22/2016 2:06,1/22/2016,2016-01-22 02,0.37
5393,1/22/2016 3:07,1/22/2016,2016-01-22 03,1.48
5394,1/22/2016 4:09,1/22/2016,2016-01-22 04,0.14
5395,1/22/2016 5:09,1/22/2016,2016-01-22 05,0.37
5396,1/22/2016 6:00,1/22/2016,2016-01-22 06,0.51
5397,1/22/2016 7:00,1/22/2016,2016-01-22 07,0.33
5398,1/22/2016 8:01,1/22/2016,2016-01-22 08,0
5399,1/22/2016 9:01,1/22/2016,2016-01-22 09,0.87
5400,1/22/2016 10:03,1/22/2016,2016-01-22 10,0.87
5401,1/22/2016 11:03,1/22/2016,2016-01-22 11,0.87
5402,1/22/2016 12:04,1/22/2016,2016-01-22 12,1.13
5403,1/22/2016 13:06,1/22/2016,2016-01-22 13,1.35
5404,1/22/2016 14:06,1/22/2016,2016-01-22 14,2.24
5405,1/22/2016 15:07,1/22/2016,2016-01-22 15,2.37
5406,1/22/2016 16:08,1/22/2016,2016-01-22 16,1.78
5407,1/22/2016 17:09,1/22/2016,2016-01-22 17,1.22
5408,1/22/2016 18:09,1/22/2016,2016-01-22 18,1.05
